nombre_carrera,municipio,comarca,provincia
TRAIL ADVENTURE MUIÑOS DO FOLÓN 2018,O Porriño,Vigo,Galicia
TRAIL ADVENTURE MUIÑOS DO FOLÓN 2019,O Porriño,Vigo,Galicia
TRAIL ADVENTURE MUIÑOS DO FOLÓN 2020,O Porriño,Vigo,Galicia
TRAIL ADVENTURE MUIÑOS DO FOLÓN 2021,O Porriño,Vigo,Galicia
TRAIL CUARTO DE LA RIERA (TINEO),Somiedo,,Asturias / Asturies
TRAIL CURTO ARTEIXO (DESNIVEL DE 800 METROS POSITIVOS),,,
TRAIL DE VILATUXE 2016,Lalín,O Deza,Galicia
TRAIL DE VILATUXE 2017,Lalín,O Deza,Galicia
TRAIL DESAFIO VIA ROMANA,Riudoms,Baix Camp,Tarragona
TRAIL DO CASTELO (QUIROGA TRAIL CHALLENGE POWERADE),Nigrán,Vigo,Galicia
TRAIL DO LOR (QUIROGA TRAIL CHALLENGE POWERADE),Cascante,Ribera / Erribera,Navarra
TRAIL DO LOR (QUIROGA),Cascante,Ribera / Erribera,Navarra
TRAIL FRAGAS DO EUME 2017,As Pontes de García Rodríguez,O Eume,Galicia
TRAIL HEROICA SACRA 2022,,,
TRAIL LONGO ARTEIXO ( DESNIVEL DE 1800 METROS POSITIVOS)),,,
TRAIL TERRAS DE PONDAL 2019,Llanera,,Asturias / Asturies
TRAIL TERRAS DO MANDEO,Teixeiro,Betanzos,Galicia
TRAIL dos PENDELLOS 2016 (AGOLADA),Silleda,O Deza,Galicia
"TRAIL, MINITRAIL Y ANDAINA CHANDREXA DE QUEIXA 2016",Chandrexa de Queixa,Terra de Trives,Ourense
"TRAVESIA COMBARRO - ISLA DE TAMBO, POIO. 3500M",Poio,Pontevedra,Galicia
"TRAVESIA COMBARRO - ISLA DE TAMBO, POIO. 5000M",Poio,Pontevedra,Galicia
TRAVESIA CORUÑA 10000m,,,
TRAVESIA DESAFÍO SANTANDER ISLAS CIES 2018,Madrid,,Comunidad de Madrid
TRAVESIA DESAFÍO SANTANDER ISLAS CIES 2019,Madrid,,Comunidad de Madrid
TRAVESIA LA HEROICA GRAN PREMIO DEPUTACION DE LUGO. 7ª et III Copa de España de Aguas Abiertas,,,
TRAVESÍA AO DIQUE 50 ANOS,Cabana de Bergantiños,Bergantiños,Galicia
TREPAVIÑAS 2013 BTT,,,
TREPAVIÑAS 2013 CARRERA CARRERA APIE,,,
TRIATLON LAGO DE AS PONTES 2026,As Pontes de García Rodríguez,O Eume,Galicia
TRICROS CONCELLO DE RIANXO 2021,Rianxo,A Barbanza,Galicia
TRIPLE CORONA ILLAS ATLANTICAS- ISLA DE ONS - SANXENXO 13 KM,Sanxenxo,O Salnés,Galicia
TRIPLE CORONA ILLAS ATLÁNTICAS (CÍES - BAIONA) 2018,Vigo,Vigo,Galicia
TRIPLE CORONA ILLAS ATLÁNTICAS CÍES-BAIONA,,,
TRIPLE CORONA ILLAS ATLÁNTICAS ISLA DE ONS-COMBARRO (23Km),,,
TRIPLE CORONA ILLAS ATLÁNTICAS ISLA DE SÁLVORA - VILAGARCÍA DE AROUSA,Santiago de Compostela,Santiago,Galicia
TRIPLE CORONA ILLAS ATLÁNTICAS ISLAS CÍES-BAIONA (15KM),,,
TRIPLE CORONA ILLAS ATLÁNTICAS ONS-COMBARRO (23Km),,,
TRIPLE CORONA ILLAS ATLÁNTICAS SÁLVORA-RIBEIRA (19KM),,,
TRISHARK NARÓN,,,
TRÍATLON CONCELLO DE FERROL (CPTO XUNTA DE GALICIA DE TRÍATLON),Sevilla,,Sevilla
TRÍATLON CONCELLO DE FERROL (CPTO XUNTA DE GALICIA DE TRÍATLON) 2023,Sevilla,,Sevilla
TRÍATLON DE MENORES CIDADE DE FERROL (CPTO XUNTA DE GALICIA DE TRÍATLON) 2025,Sevilla,,Sevilla
TRÍATLON DE MENORES CIDADE DE FERROL (CPTO XUNTA DE GALICIA DE TRÍATLON) 2026,Sevilla,,Sevilla
Trail do Aloia 2021,Alda,Arabako Mendialdea,Araba / Álava
Travesía Costa Abanca by duacode Muxía - Camariñas 2019,Muxía,Fisterra,Galicia
Travesía a Nado LA HEROICA –REGINA VIARUM Gran Premio Deputación de Lugo,Lugo,Lugo,Lugo
Triple Corona Illas Atlánticas O Grove-O Grove (12 km),O Grove,O Salnés,Galicia
ULTRA XTREM LAGOS. Distancia: 100 Km,Vigo,Vigo,Galicia
ULTRAMARATONA MELIDES - TROIA,O Vicedo,A Mariña Occidental,Lugo
UPSTREAM CIUDAD DE VALLADOLID 2015,Valladolid,,Valladolid
UPSTREAM CIUDAD DE VALLADOLID 2016,Valladolid,,Valladolid
UPSTREAM CUIDAD DE VALLADOLID 2014 2000M,Valladolid,,Valladolid
UPSTREAM CUIDAD DE VALLADOLID 2014 5000M,Valladolid,,Valladolid
UPSTREAM LAGO DE SANABRIA 2016,Villanueva del Pardillo,,Comunidad de Madrid
URBAN TRAIL NIGHT 2016,Oseja de Sajambre,,Asturias / Asturies
UROS RACE 2024,,,
UROS RACE 2025,,,
Upstream Lago de Sanabria 2015,Villanueva del Pardillo,,Comunidad de Madrid
V 10 KM VILLA DE RIBADESELLA 2013,Ribadesella/Ribeseya,,Asturias / Asturies
V 10KM CIDADE UNIVERSITARIA - CUVI 2011,Barcelona,Barcelonès,Catalunya
V BAIXADA POPULAR CROS SAN PEDRO DE VISMA,A Coruña,A Coruña,Galicia
V C-TRAIL BRIGANTIA AVENTURA,,,
V C.P. CONCELLO MONFORTE,Monforte del Cid,el Vinalopó Mitjà / El Vinalopó Medio,Comunitat Valenciana
V C.P. MONTE DE SANTA CRUZ 2012 (RIBADEO),Santa Cruz de Tenerife,,Santa Cruz de Tenerife
V C.P. SAN XIÁN DE ARTES. CARREIRA DO DEMO 2012,Barcelona,Barcelonès,Catalunya
"V CAMOVI (CARREIRA DE MONTAÑA ""MONTES DE VIVEIRO"") 2015",Viveiro,A Mariña Occidental,Lugo
V CAMPEONATO GALLEGO DE AGUAS ABIERTAS,,,
V CARREIRA NOCTURNA RINLO-RIBADEO,Ribadeo,A Mariña Oriental,Lugo
V CARREIRA PEDESTRE CONCELLO DE CAMARIÑAS,Camariñas,Terra de Soneira,Galicia
V CARREIRA PEDESTRE CONCELLO DE DUMBRÍA,Dumbría,Fisterra,Galicia
V CARREIRA PEDESTRE CONCELLO DE FISTERRA 2018,Fisterra,Fisterra,Galicia
V CARREIRA PEDESTRE DE CAMPAÑÓ 2012,Pontevedra,Pontevedra,Galicia
V CARREIRA PEDESTRE DO CONCELLO DE MALPICA,Nájera,,La Rioja
V CARREIRA PEDESTRE SAN BLAS 2013,Madrid,,Comunidad de Madrid
V CARREIRA POPULAR CARBALLEDO - ENTRE CARBALLOS CENTENARIOS,,,
V CARREIRA POPULAR CONCELLO DE BEGONTE,Begonte,Terra Chá,Lugo
V CARREIRA POPULAR CONCELLO DE CAMBADOS,Cambados,O Salnés,Galicia
V CARREIRA POPULAR Concello de Friol,Friol,Lugo,Lugo
V CARREIRA POPULAR DAS LETRAS GALEGAS CONCELLO DE VILALBA,Vilalba,Terra Chá,Lugo
V CARREIRA POPULAR DE CHANTADA - 8KM NO CORAZON,Palas de Rei,A Ulloa,Lugo
V CARREIRA POPULAR DE COMBARRO,Combarro,Pontevedra,Galicia
V CARREIRA POPULAR DOLMEN DE DOMBATE,Cabana de Bergantiños,Bergantiños,Galicia
V CARREIRA POPULAR FESTA DA AUGARDENTE DE PORTOMARÍN,Portomarín,Lugo,Lugo
V CARREIRA POPULAR GUITIRIZ TERMAL 2010,,,
V CARREIRA POPULAR VAL DAS FABAS (LOURENZÁ),,,
V CARREIRA POPULAR VILA DE MEIRA,Meira,Meira,Lugo
V CARREIRA POPULAR VÍA NOVA ``CONCELLO DE BANDE´´,Bande,A Baixa Limia,Ourense
V CARREIRA SOLIDARIA DO COLEXIO CERVANTES,Lugo,Lugo,Lugo
V CARREIRA SOLIDARIA DO CONCELLO DE OUTEIRO DE REI,Molins de Rei,Baix Llobregat,Catalunya
V CARRERA ATMOSFERA SPORT,A Coruña,A Coruña,Galicia
V CARRERA CONTRA EL CANCER CORUÑA – “EN MARCHA CONTRA EL CANCER”,Murcia,Área Metropolitana de Murcia,Región de Murcia
V CARRERA DEL AGUA UNICEF SADA,,,
V CARRERA FIESTA DE LA CEREZA (RUN RUN VIGO) 2016,Tordesillas,,Valladolid
V CARRERA HUCA 'MUÉVETE POR LA SALUD' 3K CarrerHUCA 'Corre o Camina' y 10K HUCA,Oviedo,,Asturias / Asturies
V CARRERA POPULAR ANA AMELIA MENENDEZ 2012,,,
V CARRERA POPULAR CENTRO “RICARDO BARÓ” ASPRONAGA,,,
V CARRERA POPULAR DE MONTAÑA CLUB FLUVIAL LUGO,Lugo,Lugo,Lugo
V CARRERA POPULAR MATOGRANDE,A Coruña,A Coruña,Galicia
V CARRERA POPULAR MILLA DEL CONOCIMIENTO,Zaragoza,Zaragoza,Aragón
V CARRERA POPULAR TORRE DE HÉRCULES,A Coruña,A Coruña,Galicia
V CARRERA POPULAR VEGA-NAVIA 2013,Navia,,Asturias / Asturies
V CARRERA POPULAR VILLA DE SARRIA 10 KM,Zuia,Gorbeialdea,Araba / Álava
"V CARRERA POPULAR “CORRENDO POR VIGO - PIZZA MOVIL""",Santiago de Compostela,Santiago,Galicia
"V CARRERA POPULAR “CULTIVANDO DEPORTE, BOIMORTO NO CAMIÑO”",Pontevedra,Pontevedra,Galicia
"V CARRERA POPULAR “NOCTURNA CORRENDO POR VIGO""",O Porriño,Vigo,Galicia
V CLASICA GANDEIRA SANTA COMBA,Santa Comba,O Xallas,Galicia
V CP CONCELLO DE SOBER.LIGA RIBEIRA SACRA.LIGA13,,,
V CROSS POPULAR – CABO UDRA 2021,Bueu,Morrazo,Galicia
V Carreira Nocturna de Sada (Benéfica Cruz Roja/Cáritas Sada),Sada,Zangozerria,Navarra
V Carreira Pedestre Concello de Muxía,Muxía,Fisterra,Galicia
V Carreira Pedestre Concello de Zas,Zas,Terra de Soneira,Galicia
V Carreira Pedestre Monte Porreiro - Gran Premio U.N.E.D,,,
V Carreira Popular de Mondariz,Mondariz,O Condado,Galicia
V Carreira Popular de Taboada “Entre pazos e carballos”,Betanzos,Betanzos,Galicia
V Carreira Popular “Benquerencia Terra Mar”,Barcelona,Barcelonès,Catalunya
V Carreira Solidaria Nocturna das Festas de Lalín,Lalín,O Deza,Galicia
V Carrera Popular Novo Mesoiro,A Coruña,A Coruña,Galicia
V Carrera Popular Ventorrillo,Santa Comba,O Xallas,Galicia
V Carrera Popular Volta a Oza,A Coruña,A Coruña,Galicia
V Carrera Popular de Los Rosales,Madrid,,Comunidad de Madrid
V Carrera popular RGCC - CNSO,Gijón / Xixón,,Asturias / Asturies
V DESAFÍO SAN MIGUEL MONTERROSO,Monterroso,A Ulloa,Lugo
V DON SILVESTRE RABADENSE,,,
V DUATLON DE ESTRADA MOVENDONOS POR POIO,,,
V EDICION 24 HORAS DE VIGO,Vigo,Vigo,Galicia
V EDICIÓN “ NOCTURNA SAN RAMÓN” CARREIRA POPULAR VILALBA,Vilalba,Terra Chá,Lugo
V EUROCIDADE 10 - 2016,,,
V Edición 10k O ROSAL FEIRA DO VIÑO,Morales del Vino,,Zamora
V Edición 6 Horas Vila do Corpus #KmpolaInclusión,,,
V Edición terremoto trail,Santiago de Compostela,Santiago,Galicia
V LEGUA MARÍTIMA R.S.D. HÍPICA - MALAWI 2015,Zaragoza,Zaragoza,Aragón
V MARATON ASALTO A LAS TRINCHERAS DE CANDAMO,Candamo,,Asturias / Asturies
V MARCHA BTT SUBIDA AL ALTO DE VEIGA,Navia,,Asturias / Asturies
V MEDIA MARATON CIUDAD DE LEON 2013,Quintana del Castillo,,León
V MEDIA MARATON CORAZON DE ASTURIAS 2012,Oviedo,,Asturias / Asturies
V MEDIA MARATON NOCTURNA CIUDAD DE PONFERRADA 2012,Ponferrada,El Bierzo,León
V MEDIA MARATON RIBADEO – AS CATEDRAIS,Ribadeo,A Mariña Oriental,Lugo
V MEDIA MARATÓN GIJÓN “VILLA DE JOVELLANOS”,San Fernando,Bahía de Cádiz,Andalucía
"V MEDIA MARATÓN SOLIDARIA ZONA ABERTA, a favor da Fundación AROUSA SOLIDARIA",,,
V MEDIO MARATON CORUÑA21 2013,,,
V NOCTURNA DE NIGRÁN H2K PLAZA 2021,,,
V RUN FOZ RUN NADAL,,,
V RUTA BTT MANCOMUNIDADE TERRA DE CELANOVA,Celanova,Terra da Celanova,Ourense
V Ruta Mtb Adc Os Mosqueteiros.Bike & Trail,,,
V SANITAS MARCA RUNNING SERIES DE GIJÓN,Gijón / Xixón,,Asturias / Asturies
V TRAIL CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
V TRAIL COSTA DOCE 2020,Sada,A Coruña,Galicia
V TRAIL DAS PONTES,As Pontes de García Rodríguez,O Eume,Galicia
V TRAIL DO NOCEDO,Os Blancos,A Limia,Ourense
V TRAIL E ANDAINA POLAS CABECEIRAS DO ANLLÓNS,O Campo da Feira,Bergantiños,Galicia
V TRAIL SUBIDA Ó MONTE PINDO,Carnota,Muros,Galicia
V TRAIL TRANS SERRA DA GROBA-BAIONA,Baiona,Vigo,Galicia
V TRAVESIA A NADO LARGA DISTANCIA A CORUÑA 10.000,A Coruña,A Coruña,Galicia
V TRAVESÍA VILA DO TEA 2021,Santa Cruz de Tenerife,,Santa Cruz de Tenerife
V TRIATLON DESAFÍO PASTOR ISLAS CÍES 2017,Vigo,Vigo,Galicia
V TRIATLON SEMI INDOOR GRAN PREMIO SERVIOCIO VILA DE BAIONA 2016,Baiona,Vigo,Galicia
V Tríatlon Atlántico Baiona,,,
V Vertiatlon Solidario Baiona,,,
V edición Travesía a nado Costa Serena-Concello de Nigrán,Nigrán,Vigo,Galicia
V edición do TRAIL DO TREGA,A Guarda,O Baixo Miño,Galicia
VACALOURA GRAVEL,,,
VI 10 KM VILA DE XINZO DE LIMIA 2013,Allariz,Allariz-Maceda,Ourense
VI 10 KM VILLA DE RIBADESELLA,Ribadesella/Ribeseya,,Asturias / Asturies
VI 10KM CIDADE UNIVERSITARIA - CUVI 2012,Barcelona,Barcelonès,Catalunya
VI BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA 2013,A Coruña,A Coruña,Galicia
VI BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA. MENORES 2013,,,
VI C.P. CONCELLO DE REDONDELA. JUAN CRESPO,Córdoba,,Córdoba
VI C.P.“MAR DE BOIRO”MEMORIAL PEPE BUCETA. 2010,,,
VI C.PEDESTRE DE CAMPAÑÓ. GP HOTEL CAMPANIOLA,Pontevedra,Pontevedra,Galicia
"VI CAMOVI (CARREIRA POR MONTAÑA ""MONTES DE VIVEIRO"") 2016",Viveiro,A Mariña Occidental,Lugo
VI CANICROSS CONCELLO DE BOIMORTO 2012,A Gándara,Arzúa,Galicia
VI CARREIRA DA CEREIXA (RUN RUN VIGO),A Pobra do Brollón,Terra de Lemos,Lugo
VI CARREIRA NOCTURNA CELANOVA ADULT@S. LIGA09 x2,,,
VI CARREIRA NOCTURNA MURUS LUCIS “ROMANOS VS CASTREXOS”,,,
VI CARREIRA NOCTURNA RINLO-RIBADEO,Ribadeo,A Mariña Oriental,Lugo
VI CARREIRA PEDESTRE CONCELLO DE CAMARIÑAS,Camariñas,Terra de Soneira,Galicia
VI CARREIRA PEDESTRE CONCELLO DE CEE (NOCTURNA),Cee,Fisterra,Galicia
VI CARREIRA PEDESTRE CONCELLO DE FISTERRA,Fisterra,Fisterra,Galicia
VI CARREIRA PEDESTRE CONCELLO DE MUXIA,Muxía,Fisterra,Galicia
VI CARREIRA PEDESTRE CONCELLO DE OUTES 2013 10KM,A Serra de Outes,Noia,Galicia
VI CARREIRA PEDESTRE CONCELLO DE OUTES 2013 MENORES,A Serra de Outes,Noia,Galicia
VI CARREIRA PEDESTRE CONCELLO DE VIMIANZO,Vimianzo,Terra de Soneira,Galicia
VI CARREIRA PEDESTRE CONCELLO DE ZAS,Zas,Terra de Soneira,Galicia
VI CARREIRA PEDESTRE DO CONCELLO DE MALPICA,Nájera,,La Rioja
VI CARREIRA PEDESTRE SAN BRAIS 2014,Gondomar,Vigo,Galicia
VI CARREIRA PEDESTRE SAN BRAIS 2014. CCCP,Gondomar,Vigo,Galicia
VI CARREIRA PEDESTRE SAN BRAIS 2014. COMPENSADA FEMENINA,Gondomar,Vigo,Galicia
VI CARREIRA PEDESTRE SAN BRAIS 2014. COMPENSADA MASCULINA,Gondomar,Vigo,Galicia
VI CARREIRA PEDESTRE SANTIAGUIÑO DO BURGO 2014 COMPENSADA FEMENINA,la Guingueta d'Àneu,Pallars Sobirà,Lleida
VI CARREIRA PEDESTRE SANTIAGUIÑO DO BURGO 2014 COMPENSADA MASCULINA,la Guingueta d'Àneu,Pallars Sobirà,Lleida
"VI CARREIRA PEDESTRE SANTIAGUIÑO DO BURGO 2014, Pontevedra",la Guingueta d'Àneu,Pallars Sobirà,Lleida
VI CARREIRA PEDESTRE SANTIAGUIÑO DO BURGO 2014.CCCP,la Guingueta d'Àneu,Pallars Sobirà,Lleida
VI CARREIRA POPULAR CONCELLO DE BEGONTE,Begonte,Terra Chá,Lugo
"VI CARREIRA POPULAR CONCELLO DE CARBALLEDO ""ENTRE CARBALLOS CENTENARIOS""",,,
VI CARREIRA POPULAR CONCELLO DE FRIOL,Friol,Lugo,Lugo
VI CARREIRA POPULAR CONCELLO DE MONFORTE,Toro,,Zamora
VI CARREIRA POPULAR CONCELLO DE MONTERREI. MONTERREI é 10,Monterrei,Verín,Ourense
VI CARREIRA POPULAR CONCELLO DE SOBER 2014,Sober,Terra de Lemos,Lugo
VI CARREIRA POPULAR DAS LETRAS GALEGAS VILALBA,,,
VI CARREIRA POPULAR DE CHANTADA 8 KM NO CORAZÓN,Palas de Rei,A Ulloa,Lugo
VI CARREIRA POPULAR DE MASIDE 2012,Maside,O Carballiño,Ourense
VI CARREIRA POPULAR DE MONDARIZ,Mondariz,O Condado,Galicia
VI CARREIRA POPULAR DE RABADE 2009,Rábade,Lugo,Lugo
VI CARREIRA POPULAR DO SAN SALVADOR ADULTOS,,,
VI CARREIRA POPULAR DO SAN SALVADOR MENORES,,,
VI CARREIRA POPULAR DOLMEN DE DOMBATE,Cabana de Bergantiños,Bergantiños,Galicia
VI CARREIRA POPULAR FESTA DA AUGARDENTE DE PORTOMARÍN,Portomarín,Lugo,Lugo
VI CARREIRA POPULAR GUITIRIZ TERMAL 2011,,,
VI CARREIRA POPULAR MONTE DE SANTA CRUZ (RIBADEO) 2013,Santa Cruz de Tenerife,,Santa Cruz de Tenerife
VI CARREIRA POPULAR MONTE DE SANTA CRUZ (RIBADEO) 2013. MENORES,Santa Cruz de Tenerife,,Santa Cruz de Tenerife
VI CARREIRA POPULAR OS ROSALES,A Coruña,A Coruña,Galicia
VI CARREIRA POPULAR SAN XIAN DE ARTES - A CARREIRA DO DEMO 2013,Barcelona,Barcelonès,Catalunya
VI CARREIRA POPULAR VAL DAS FABAS LOURENZÁ 2015,,,
VI CARREIRA POPULAR VENTORRILLO,Santa Comba,O Xallas,Galicia
VI CARREIRA POPULAR VILA DE MEIRA,Meira,Meira,Lugo
VI CARREIRA POPULAR VÍA NOVA ``CONCELLO DE BANDE´´,Bande,A Baixa Limia,Ourense
VI CARREIRA RIO MAO BOVEDA 2013,Bóveda,Terra de Lemos,Lugo
VI CARREIRA SOLIDARIA DO COLEXIO CERVANTES,Lugo,Lugo,Lugo
VI CARRERA CONTRA EL CANCER CORUÑA – EN MARCHA CONTRA EL CANCER,Murcia,Área Metropolitana de Murcia,Región de Murcia
VI CARRERA DEL AGUA UNICEF SADA,,,
VI CARRERA HUCA 'MUÉVETE POR LA SALUD' 3K CarrerHUCA 'Corre o Camina' y 10K HUCA,Oviedo,,Asturias / Asturies
VI CARRERA POPULAR ANA AMELIA MENENDEZ 2013,,,
VI CARRERA POPULAR CENTRO “RICARDO BARÓ” ASPRONAGA,,,
VI CARRERA POPULAR DE MONTAÑA CLUB FLUVIAL DE LUGO,Lugo,Lugo,Lugo
VI CARRERA POPULAR MILLA DEL CONOCIMIENTO (GIJÓN),Zaragoza,Zaragoza,Aragón
VI CARRERA POPULAR VEGA-NAVIA 2014,Navia,,Asturias / Asturies
"VI CARRERA POPULAR “CULTIVANDO DEPORTE, BOIMORTO NO CAMIÑO”",Pontevedra,Pontevedra,Galicia
VI CLASICA GANDEIRA SANTA COMBA,Santa Comba,O Xallas,Galicia
VI CORUÑA10 -2012,,,
VI Carreira Nocturna de Sada (Benéfica Cruz Roja/Cáritas Sada),Sada,Zangozerria,Navarra
VI Carreira Popular de Taboada “Entre pazos e carballos”,Betanzos,Betanzos,Galicia
VI Carreira Popular “Benquerencia Terra Mar”,Barcelona,Barcelonès,Catalunya
VI Carrera Popular Novo Mesoiro,A Coruña,A Coruña,Galicia
VI Carrera Popular Torre de Hércules,A Coruña,A Coruña,Galicia
VI Carrera Popular Volta a Oza,A Coruña,A Coruña,Galicia
VI Carrera popular CNSO - RGCC,Gijón / Xixón,,Asturias / Asturies
VI Cross Popular Cabo Udra,Bueu,Morrazo,Galicia
VI DESAFÍO SAN MIGUEL MONTERROSO,Monterroso,A Ulloa,Lugo
VI DUATLON CONCELLO DE POIO,Poio,Pontevedra,Galicia
VI Edición 10k O ROSAL FEIRA DO VIÑO,Morales del Vino,,Zamora
VI Edición Terremoto Trail,Santiago de Compostela,Santiago,Galicia
VI Eurocidade 10 - 2017,,,
VI LEGUA MARÍTIMA R.S.D. HÍPICA - MALAWI 2016,Zaragoza,Zaragoza,Aragón
VI MARATON K42 XTREME LAGOS DE COVADONGA 2012,Cangas de Onís,,Asturias / Asturies
VI MEDIA MARATON CIUDAD DE LEÓN 2014,Quintana del Castillo,,León
VI MEDIA MARATON CORAZON DE ASTURIAS 2013,Oviedo,,Asturias / Asturies
VI MEDIA MARATON NOCTURNA CIUDAD DE PONFERRADA,Ponferrada,El Bierzo,León
VI MEDIA MARATON RIBADEO – AS CATEDRAIS,Ribadeo,A Mariña Oriental,Lugo
VI MEDIA MARATÓN GIJÓN “VILLA DE JOVELLANOS”,San Fernando,Bahía de Cádiz,Andalucía
"VI MEDIA MARATÓN SOLIDARIA ZONA ABERTA, a favor de Cáritas Interparroquial, Vilagarcía de Arousa",Santiago de Compostela,Santiago,Galicia
VI MEDIO MARATON CORUÑA21,,,
VI MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2009,,,
VI MOUNTEMPLARIA 2013,,,
VI NOCTURNA CORRENDO POR VIGO - AS TRAVESAS-,Vigo,Vigo,Galicia
"VI RUTA BTT MANCOMUNIDADE TERRA DE CELANOVA, Quintela de Leirado",Trabada,A Mariña Oriental,Lugo
VI RUTA BTT TERRA CHA DO QUEIXO SAN SIMON DA COSTA,Sada,A Coruña,Galicia
VI RUTA REI CINTOLO 2016 - OPEN DE GALICIA XCM,,,
VI Ruta Adc Os Mosqueteiros. Bike,,,
VI Ruta Adc Os Mosqueteiros. Desafio Moskepower,,,
VI Ruta Adc Os Mosqueteiros. Trail,,,
VI SAN SILVESTRE A CORUÑA 2015,Santiago de Compostela,Santiago,Galicia
VI SANITAS MARCA RUNNING SERIES DE GIJON,Gijón / Xixón,,Asturias / Asturies
VI TRAIL CONCELLO DE ARTEIXO,Arteixo,A Coruña,Galicia
VI TRAIL COSTA DOCE 2022 (domingo),Sada,A Coruña,Galicia
VI TRAIL COSTA DOCE 2022 (sábado),Sada,A Coruña,Galicia
VI TRAIL DAS PONTES,As Pontes de García Rodríguez,O Eume,Galicia
VI TRAIL DE VILATUXE 2018,Lalín,O Deza,Galicia
VI TRAIL E ANDAINA DE CELANOVA,Celanova,Terra da Celanova,Ourense
VI TRAIL TRANS SERRA DA GROBA-BAIONA,Baiona,Vigo,Galicia
VI TRAVESÍA 'CASTROS DE CELORIO'. RECORRIDO DE 1300 METROS,Valladolid,,Valladolid
VI TRAVESÍA 'CASTROS DE CELORIO'. RECORRIDO DE 2200 METROS,Valladolid,,Valladolid
"VI TRAVESÍA A NADO ""GRAN PREMIO SERVIOCIO"" VILA DE BAIONA 2015",Baiona,Vigo,Galicia
"VI TRAVESÍA A NADO BENÉFICA ""DE LOS INOCENTES""",Córdoba,,Córdoba
VI TRAVESÍA VILA DO TEA 2022,Santa Cruz de Tenerife,,Santa Cruz de Tenerife
VI TRIATLON DESAFÍO SANTANDER ISLAS CÍES 2018,Madrid,,Comunidad de Madrid
VI TRIATLON PONTENAFONSO MEMORIAL 'MICHEL' 2014. COMPETICION INDIVIDUAL,,,
VI TRIATLON PONTENAFONSO MEMORIAL 'MICHEL' 2014. COMPETICION POR RELEVOS,,,
VI TRIATLON SEMI INDOOR GRAN PREMIO SERVIOCIO VILLA DE BAIONA 2017,Baiona,Vigo,Galicia
VI Trail Mosteiro de Caaveiro,Narón,Ferrol,Galicia
VI Travesía a nado Islas Sisargas - Malpica,Malpica,Bergantiños,Galicia
VI Tríatlon Concello de Arteixo,Arteixo,A Coruña,Galicia
VI edición Travesía a nado Costa Serena-Concello de Nigrán,Nigrán,Vigo,Galicia
VI edición do TRAIL DO TREGA,A Guarda,O Baixo Miño,Galicia
VIESGO NIGHT RACE LUGO 2019,,,
VIGO + 11 CARREIRA POPULAR “Trofeo El Corte Inglés”,Pamplona / Iruña,Iruñerria,Navarra
VIGO+11. TROFEO EL CORTE INGLES 2012,Pamplona / Iruña,Iruñerria,Navarra
VII 10 KM VILA DE XINZO DE LIMIA ADULTOS,,,
VII 10 KM VILA DE XINZO DE LIMIA MENORES,,,
VII 10 KMS XORNADAS MARISQUEIRAS DO BERBES,Ribadesella/Ribeseya,,Asturias / Asturies
VII 10KM CIDADE UNIVERSITARIA - CUVI 2013,Barcelona,Barcelonès,Catalunya
VII 1O KM VILLA DE RIBADESELLA,Ribadesella/Ribeseya,,Asturias / Asturies
VII ANDAINA - CARREIRA POZO DO DEMO,Barcelona,Barcelonès,Catalunya
VII BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA,A Coruña,A Coruña,Galicia
VII BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA. PROBAS DE MENORES,Almogía,Valle del Guadalhorce,Andalucía
VII C.P.“MAR DE BOIRO”MEMORIAL PEPE BUCETA. 2011,,,
"VII CAMOVI (CARREIRA POR MONTAÑA ""MONTES DE VIVEIRO"") 2017",Viveiro,A Mariña Occidental,Lugo
VII CAMPEONATO GALLEGO OPEN DE AGUAS ABIERTAS,,,
VII CANICROSS CONCELLO DE BOIMORTO,A Gándara,Arzúa,Galicia
VII CARREIRA NOCTURNA CELANOVA. LIGA10,,,
VII CARREIRA NOCTURNA MURUS LUCIS “ROMANOS VS CASTREXOS”,,,
VII CARREIRA PEDESTRE CONCELLO DE CAMARIÑAS,Camariñas,Terra de Soneira,Galicia
VII CARREIRA PEDESTRE DO CONCELLO DE MALPICA,Nájera,,La Rioja
VII CARREIRA PEDESTRE DO CONCELLO DE OUTES 2014. 1 KM,A Serra de Outes,Noia,Galicia
VII CARREIRA PEDESTRE DO CONCELLO DE OUTES 2014. 10 KM,A Serra de Outes,Noia,Galicia
VII CARREIRA PEDESTRE DO CONCELLO DE OUTES 2014. 3 KM,A Serra de Outes,Noia,Galicia
VII CARREIRA POPULAR 10K E ANDAINA PRAIA DE MIÑO,A Carreira,Betanzos,Galicia
VII CARREIRA POPULAR CONCELLO DE BOIMORTO,A Gándara,Arzúa,Galicia
VII CARREIRA POPULAR CONCELLO DE CAMBADOS,Cambados,O Salnés,Galicia
VII CARREIRA POPULAR CONCELLO DE FRIOL,Friol,Lugo,Lugo
VII CARREIRA POPULAR CONCELLO DE MASIDE 2013,Maside,O Carballiño,Ourense
