nombre_carrera,fecha,categoria,n_masculino,n_femenino,n_desconocido,n_total,categoria_genero
30º SAN SILVESTRE CLUB FLUVIAL 2024,2024-12-31,ABSOLUTA (2008 y anteriores),486,183,0,669,mixto
30º SAN SILVESTRE CLUB FLUVIAL 2024,2024-12-31,BENJAMIIN - ALEVIN (2013-2016),30,24,0,54,mixto
30º SAN SILVESTRE CLUB FLUVIAL 2024,2024-12-31,INFANTIL - CADETE (2009-2012),19,27,0,46,mixto
31 CARREIRA PEDESTRE POPULAR ANDAR E CORRER'15 - GRAN PREMIO COCA-COLA,2015-08-23,ADULTOS (NACIDOS/AS EN 2002 Y AÑOS ANTERIORES),1030,383,0,1413,mixto
31 CARREIRA PEDESTRE POPULAR ANDAR E CORRER'15 - GRAN PREMIO COCA-COLA,2015-08-23,ALEVIN ( NACIDOS ENTRE 2003 Y 2005),91,0,0,91,mixto
31 CARREIRA PEDESTRE POPULAR ANDAR E CORRER'15 - GRAN PREMIO COCA-COLA,2015-08-23,ALEVIN (NACIDAS ENTRE 2003 Y 2005),0,32,0,32,mixto
31 CARREIRA PEDESTRE POPULAR ANDAR E CORRER'15 - GRAN PREMIO COCA-COLA,2015-08-23,BENJAMIN (NACIDAS ENTRE 2006 Y 2008),0,75,0,75,mixto
31 CARREIRA PEDESTRE POPULAR ANDAR E CORRER'15 - GRAN PREMIO COCA-COLA,2015-08-23,BENJAMIN (NACIDOS ENTRE 2006 Y 2008),100,0,0,100,mixto
31 CARREIRA PEDESTRE POPULAR ANDAR E CORRER'15 - GRAN PREMIO COCA-COLA,2015-08-23,CHUPETE (NACIDAS ENTRE 2011 Y 2012),0,43,0,43,mixto
31 CARREIRA PEDESTRE POPULAR ANDAR E CORRER'15 - GRAN PREMIO COCA-COLA,2015-08-23,CHUPETE (NACIDOS ENTRE 2011 Y 2012),55,0,0,55,mixto
31 CARREIRA PEDESTRE POPULAR ANDAR E CORRER'15 - GRAN PREMIO COCA-COLA,2015-08-23,PRE-BENJAMIN ( NACIDOS ENTRE 2009 Y 2010),63,0,0,63,mixto
31 CARREIRA PEDESTRE POPULAR ANDAR E CORRER'15 - GRAN PREMIO COCA-COLA,2015-08-23,PRE-BENJAMIN (NACIDAS ENTRE 2009 Y 2010),0,38,0,38,mixto
31 CARRERA POPULAR DE NOCHEBUENA (GIJON),2018-12-24,MAYORES (2005 Y AÑOS ANTERIORES),1295,646,0,1941,mixto
31 CARRERA POPULAR DE NOCHEBUENA (GIJON),2018-12-24,MINI BENJAMIN (2012 Y POSTERIORES),138,99,0,237,mixto
31 CARRERA POPULAR DE NOCHEBUENA (GIJON),2018-12-24,SUB 10 (2010 Y 2011),91,80,0,171,mixto
31 CARRERA POPULAR DE NOCHEBUENA (GIJON),2018-12-24,SUB 12 (2008 Y 2009),90,83,0,173,mixto
31 CARRERA POPULAR DE NOCHEBUENA (GIJON),2018-12-24,SUB 14 (2006 Y 2007),55,61,0,116,mixto
31º SAN SILVESTRE CLUB FLUVIAL 2025,2025-12-31,ABSOLUTA (2009 y anteriores),624,236,0,860,mixto
31º SAN SILVESTRE CLUB FLUVIAL 2025,2025-12-31,BENJAMIN (2016-2017) - ALEVIN (2014-2015),33,41,0,74,mixto
31º SAN SILVESTRE CLUB FLUVIAL 2025,2025-12-31,INFANTIL (2012-2013) - CADETE (2010-2011),31,22,0,53,mixto
32 CARRERA POPULAR DE NOCHEBUENA (GIJON),2019-12-24,MAYORES (2005 Y AÑOS ANTERIORES),1329,664,0,1993,mixto
32 CARRERA POPULAR DE NOCHEBUENA (GIJON),2019-12-24,MINI (2012 Y AÑOS POSTERIORES),151,133,0,284,mixto
32 CARRERA POPULAR DE NOCHEBUENA (GIJON),2019-12-24,SUB 10 (2010 Y 2011),90,88,0,178,mixto
32 CARRERA POPULAR DE NOCHEBUENA (GIJON),2019-12-24,SUB 12 (2008 Y 2009),79,79,0,158,mixto
32 CARRERA POPULAR DE NOCHEBUENA (GIJON),2019-12-24,SUB 14 (2006 Y 2007),51,41,0,92,mixto
33 C.P. POPULAR DE SAN MARTIÑO. ADULTOS. LIGA09,2009-11-15,ABSOLUTA,2556,0,0,2556,mixto
34 Carrera Popular de Nochebuena Gijón,2021-12-24,MAYORES (2007 y anteriores),876,424,0,1300,mixto
34 Carrera Popular de Nochebuena Gijón,2021-12-24,MINI (2014 Y POSTERIORES),98,98,0,196,mixto
34 Carrera Popular de Nochebuena Gijón,2021-12-24,SUB 10 (2012 Y 2013),58,73,0,131,mixto
34 Carrera Popular de Nochebuena Gijón,2021-12-24,SUB 12 (2010 Y 2011),60,72,0,132,mixto
34 Carrera Popular de Nochebuena Gijón,2021-12-24,SUB 14 (2008 Y 2009),49,51,0,100,mixto
35 CROSS POPULAR VILLA DE GIJON,2013-11-17,PRUEBA ABSOLUTA. DISTANCIA: 12000 M,0,0,0,0,mixto
36 CROSS POPULAR VILLA DE GIJON,2014-11-23,PRUEBA ABSOLUTA. DISTANCIA: 11500 M,0,0,0,0,mixto
37 CROSS POPULAR VILLA DE GIJÓN,2015-11-29,CARRERA DE MAYORES (1998 Y AÑOS ANTERIORES),1182,274,0,1456,mixto
37 CROSS POPULAR VILLA DE GIJÓN,2015-11-29,Prueba en vehículo adaptado,1,0,0,1,mixto
38 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2015-10-25,ADULTOS (NACIDOS/AS EN 1997 Y AÑOS ANTERIORES),2970,579,0,3549,mixto
38 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2015-10-25,ESCOLARES (NACIDOS/AS ENTRE 1998 Y 2005),825,686,0,1511,mixto
38 Cross Popular Villa de Gijón,2016-11-27,CARRERA DE MAYORES (1999 Y ANTERIORES),1016,229,0,1245,mixto
38 Cross Popular Villa de Gijón,2016-11-27,PRUEBA EN VEHÍCULO ADAPTADO,3,0,0,3,mixto
39 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2016-10-30,ADULTOS (NACIDOS/AS EN 1998 Y AÑOS ANT.),2909,552,0,3461,mixto
39 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2016-10-30,CUADRO DE HONOR,0,0,0,0,mixto
39 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2016-10-30,ESCOLARES ( NACIDOS ENTRE 1999 Y 2006),755,642,0,1397,mixto
39 Cross Popular Villa de Gijón,2017-11-26,CARRERA DE MAYORES (2000 Y ANTERIORES),805,182,0,987,mixto
39 Cross Popular Villa de Gijón,2017-11-26,MINI-BENJAMIN (2011 Y POSTERIORES),50,42,0,92,mixto
39 Cross Popular Villa de Gijón,2017-11-26,SUB 10 (2009 Y 2010),40,37,0,77,mixto
39 Cross Popular Villa de Gijón,2017-11-26,SUB 12 (2007 Y 2008),31,49,0,80,mixto
39 Cross Popular Villa de Gijón,2017-11-26,SUB 14 (2005 Y 2006),29,26,0,55,mixto
39 Cross Popular Villa de Gijón,2017-11-26,SUB16 (2003-2004) Y SUB18 (2001-2002),22,12,0,34,mixto
39 Cross Popular Villa de Gijón,2017-11-26,VEHÍCULO ADAPTADO (2000 Y AÑOS ANTERIORES),3,0,0,3,mixto
3HORAS POR RELEVOS MONUMENTALES DE LUGO,2013-09-29,CLASIFICACION POR VUELTAS 3HORAS DE CARRERA,0,0,0,0,mixto
3ª CARREIRA PEDESTRE CONCELLO DE CEE 2016,2016-06-25,ABSOLUTA 10K (1998 E ANT.),148,15,0,163,mixto
3ª CARREIRA PEDESTRE CONCELLO DE CEE 2016,2016-06-25,ABSOLUTA 3K CONTRA O CANCRO (1998 E ANOS ANTERIORES),32,32,0,64,mixto
3ª CARREIRA PEDESTRE CONCELLO DE CEE 2016,2016-06-25,ALEVÍN (2005-2006),14,19,0,33,mixto
3ª CARREIRA PEDESTRE CONCELLO DE CEE 2016,2016-06-25,BENXAMÍN (2007-2008),14,17,0,31,mixto
3ª CARREIRA PEDESTRE CONCELLO DE CEE 2016,2016-06-25,INFANTIL (2003-2004) CADETE (2001-2002) E XUVENIL (1999-2000),18,23,0,41,mixto
3ª CARREIRA PEDESTRE CONCELLO DE FISTERRA 2016,2016-10-16,10K (1998 E ANTERIORES),127,17,0,144,mixto
3ª CARREIRA PEDESTRE CONCELLO DE FISTERRA 2016,2016-10-16,3K (1998 E ANTERIORES),31,28,0,59,mixto
3ª CARREIRA PEDESTRE CONCELLO DE FISTERRA 2016,2016-10-16,BENXAMIN-ALEVIN (2005-2008),22,30,0,52,mixto
3ª CARREIRA PEDESTRE CONCELLO DE FISTERRA 2016,2016-10-16,INFANTIL-CADETE-XUVENIL (1999-2004),28,36,0,64,mixto
3ª CARREIRA RURAL DE A MEZQUITA,2016-08-13,CARREIRA ADULTOS 10 KM (2000 E ANOS ANTERIORES),37,4,0,41,mixto
3ª CARREIRA RURAL DE A MEZQUITA,2016-08-13,CARREIRA XUVENIL (2001 A 2004),4,4,0,8,mixto
3ª CARRERA POPULAR 10KM OVIEDO - LAS CALDAS VILLA TERMAL,2015-01-25,PRUEBA ABSOLUTA,510,140,0,650,mixto
3ª TRAVESÍA DEL ESTE (GIJÓN),2016-08-06,TRAVESIA,94,25,0,119,mixto
3ª TRAVESÍA LARGA (GIJÓN),2017-09-02,TRAVESÍA,60,20,0,80,mixto
3ª TRAVESÍA NOCTURNA DE BEGOÑA (GIJÓN),2016-08-12,TRAVESIA,78,28,0,106,mixto
3ª TRAVESÍA PLAYAS DE GIJÓN,2016-07-10,TRAVESIA,71,19,0,90,mixto
3º CAMPEONATO NACIONAL OCR - ALLARIZ 2018,2018-11-04,COMPETITIVE AMATEUR,1,0,0,1,mixto
3º CAMPEONATO NACIONAL OCR - ALLARIZ 2018,2018-11-04,COMPETITIVE ELITE,9,0,0,9,mixto
3º CAMPEONATO NACIONAL OCR - ALLARIZ 2018,2018-11-04,COMPETITIVE G. EDAD,5,0,0,5,mixto
3º CAMPEONATO NACIONAL OCR - ALLARIZ 2018,2018-11-04,INTERNACIONAL,47,8,0,55,mixto
3º CAMPEONATO NACIONAL OCR - ALLARIZ 2018,2018-11-04,POPULAR 13 KM,42,12,0,54,mixto
3º CAMPEONATO NACIONAL OCR - ALLARIZ 2018,2018-11-04,POPULAR 6 KM,57,30,0,87,mixto
3º CAMPEONATO NACIONAL OCR - ALLARIZ 2018,2018-11-04,STARTER,5,1,0,6,mixto
40 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2017-10-29,ADULTOS (1999 Y AÑOS ANTERIORES),2542,446,0,2988,mixto
40 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2017-10-29,CUADRO DE HONOR,0,0,0,0,mixto
40 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2017-10-29,Clubes,0,0,0,0,mixto
40 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2017-10-29,Colexios,0,0,0,0,mixto
40 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2017-10-29,ESCOLARES (2000 HASTA 2007),686,534,0,1220,mixto
41 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2018-10-28,ADULTOS (2000 Y AÑOS ANTERIORES),2292,357,0,2649,mixto
41 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2018-10-28,CUADRO DE HONOR,0,0,0,0,mixto
41 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2018-10-28,EQUIPOS CLUBES,0,0,0,0,mixto
41 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2018-10-28,EQUIPOS COLEGIOS,0,0,0,0,mixto
41 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2018-10-28,ESCOLARES (2001 HASTA 2008),610,449,0,1059,mixto
41 Cross Popular Villa de Gijón,2019-11-17,CARRERA DE MAYORES (2001 Y ANTERIORES),572,145,0,717,mixto
41 Cross Popular Villa de Gijón,2019-11-17,MINI,29,26,0,55,mixto
41 Cross Popular Villa de Gijón,2019-11-17,SUB 10,40,27,0,67,mixto
41 Cross Popular Villa de Gijón,2019-11-17,SUB 12,20,39,0,59,mixto
41 Cross Popular Villa de Gijón,2019-11-17,SUB 14,24,22,0,46,mixto
41 Cross Popular Villa de Gijón,2019-11-17,SUB16 Y SUB18,13,7,0,20,mixto
42 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2019-10-27,ADULTOS (2001 Y AÑOS ANTERIORES),1946,348,0,2294,mixto
42 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2019-10-27,CUADRO DE HONOR,0,0,0,0,mixto
42 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2019-10-27,EQUIPOS CLUBES,0,0,0,0,mixto
42 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2019-10-27,EQUIPOS COLEGIOS,0,0,0,0,mixto
42 CARREIRA PEDESTRE POPULAR DE SANTIAGO,2019-10-27,ESCOLARES (2002 HASTA 2009),549,444,0,993,mixto
44 SAN SILVESTRE GIJÓN 2013,2013-12-31,RECORRIDO B. DISTANCIA: 6000 M,0,0,0,0,mixto
45 SAN SILVESTRE GIJON 2014,2014-12-31,RECORRIDO B. DISTANCIA: 6000 M,0,0,0,0,mixto
46 SAN SILVESTRE GIJÓN,2015-12-31,RECORRIDO B (2000 Y AÑOS ANTERIORES),2847,1323,0,4170,mixto
47 SAN SILVESTRE GIJON,2016-12-31,RECORRIDO B (2001 Y AÑOS ANTERIORES),2767,1278,0,4045,mixto
48 SAN SILVESTRE GIJON,2017-12-31,Categoría especial,2,2,0,4,mixto
48 SAN SILVESTRE GIJON,2017-12-31,MINIS (2011 Y POSTERIORES),77,56,0,133,mixto
48 SAN SILVESTRE GIJON,2017-12-31,RECORRIDO B (2002 Y AÑOS ANTERIORES),2484,1150,0,3634,mixto
48 SAN SILVESTRE GIJON,2017-12-31,SUB 10 (2009-2010),118,88,0,206,mixto
48 SAN SILVESTRE GIJON,2017-12-31,SUB 12 (2007-2008),105,96,0,201,mixto
48 SAN SILVESTRE GIJON,2017-12-31,"SUB 14 (2005-2006), SUB 16 (2003-2004)",161,165,0,326,mixto
49 EDP SAN SILVESTRE GIJÓN,2018-12-31,CATEGORÍA ESPECIAL,2,1,0,3,mixto
49 EDP SAN SILVESTRE GIJÓN,2018-12-31,MINIS (2012 Y POSTERIORES),165,128,0,293,mixto
49 EDP SAN SILVESTRE GIJÓN,2018-12-31,RECORRIDO B (2003 Y AÑOS ANTERIORES),2933,1353,0,4286,mixto
49 EDP SAN SILVESTRE GIJÓN,2018-12-31,SUB 10 (2010 Y 2011),151,130,0,281,mixto
49 EDP SAN SILVESTRE GIJÓN,2018-12-31,SUB 12 (2008 Y 2009),137,124,0,261,mixto
49 EDP SAN SILVESTRE GIJÓN,2018-12-31,SUB 14 (2006 Y 2007) Y SUB 16 (2004 Y 2005),225,203,0,428,mixto
4ª CARREIRA RURAL DE A MEZQUITA,2018-08-11,"14,3 KM TRAIL",9,0,0,9,mixto
4ª CARREIRA RURAL DE A MEZQUITA,2018-08-11,"8,5 KM TRAIL",25,3,0,28,mixto
4ª TRAVESÍA NOCTURNA DE BEGOÑA,2017-08-11,TRAVESÍA,72,27,0,99,mixto
4ª TRAVESÍA PLAYAS DE GIJÓN,2017-07-15,TRAVESÍA,102,23,0,125,mixto
4º TRAVESÍA DEL ESTE (GIJÓN),2017-08-26,TRAVESÍA,79,38,0,117,mixto
5+5 CALVARIO (VIGO),2018-01-28,10KM (2002 Y ANTERIORES),380,75,0,455,mixto
5+5 CALVARIO (VIGO),2018-01-28,5 KM,64,42,0,106,mixto
5+5 CALVARIO (VIGO) 2019,2019-02-10,10KM (2003 Y ANTERIORES),367,79,0,446,mixto
5+5 CALVARIO (VIGO) 2019,2019-02-10,5 KM (2003 Y ANTERIORES),66,48,0,114,mixto
5+5 CALVARIO (VIGO) 2020,2020-02-09,10 KM (A PARTIR DE 16 ANOS),528,110,0,638,mixto
5+5 CALVARIO (VIGO) 2020,2020-02-09,5 KM (A PARTIR DE 16 ANOS),120,113,0,233,mixto
5+5 CALVARIO (VIGO) 2020,2020-02-09,RUNRUNVIGO 10KM,523,109,0,632,mixto
5+5 CALVARIO (VIGO) 2020,2020-02-09,RUNRUNVIGO 5KM,117,111,0,228,mixto
50 EDP SAN SILVESTRE GIJÓN,2019-12-31,CATEGORÍA ESPECIAL,3,1,0,4,mixto
50 EDP SAN SILVESTRE GIJÓN,2019-12-31,MINIS (2012 Y POSTERIORES),262,185,0,447,mixto
50 EDP SAN SILVESTRE GIJÓN,2019-12-31,RECORRIDO B (2003 Y AÑOS ANTERIORES),2925,1461,0,4386,mixto
50 EDP SAN SILVESTRE GIJÓN,2019-12-31,SUB 10 (2010 Y 2011),189,166,0,355,mixto
50 EDP SAN SILVESTRE GIJÓN,2019-12-31,SUB 12 (2008 Y 2009),168,156,0,324,mixto
50 EDP SAN SILVESTRE GIJÓN,2019-12-31,SUB 14 (2006 Y 2007) Y SUB 16 (2004 Y 2005),214,198,0,412,mixto
5K BURELA BONITA 2021,2021-07-31,ABSOLUTA (2005 e anteriores),128,49,0,177,mixto
5K BURELA BONITA 2021,2021-07-31,SUB10 (2012-2013),7,7,0,14,mixto
5K BURELA BONITA 2021,2021-07-31,SUB12 (2010-2011),9,6,0,15,mixto
5K BURELA BONITA 2021,2021-07-31,SUB14 (2008-2009),10,4,0,14,mixto
5K BURELA BONITA 2021,2021-07-31,SUB16 (2006-2007),6,4,0,10,mixto
5K LEYMA CORUÑA – ABÓNATE!!,2017-11-12,CARRERA ABSOLUTA (2003 Y AÑOS ANT.),365,126,0,491,mixto
5K LEYMA CORUÑA – ABÓNATE!!,2017-11-12,PANDILLAS 5K LEYMA CORUÑA,0,0,0,0,mixto
5K LEYMA CORUÑA – ABÓNATE!! 2018,2018-10-12,ABSOLUTA,322,134,0,456,mixto
5K LEYMA CORUÑA – ABÓNATE!! 2018,2018-10-12,PANDILLAS 5K LEYMA CORUÑA 2018,0,0,0,0,mixto
5K-10K 1ª CARRERA POPULAR GALIEXPO RUNNING,2018-02-04,RECORRIDO DE 10K,204,41,0,245,mixto
5K-10K 1ª CARRERA POPULAR GALIEXPO RUNNING,2018-02-04,RECORRIDO DE 5K,40,47,0,87,mixto
5KM CAMPO DA CABANA FOZ 2022,2022-07-09,ABSOLUTA,77,27,0,104,mixto
5KM CAMPO DA CABANA FOZ 2022,2022-07-09,ALEVIN (2011-2012),11,8,0,19,mixto
5KM CAMPO DA CABANA FOZ 2022,2022-07-09,BENXAMIN (2013-2014),6,2,0,8,mixto
5KM CAMPO DA CABANA FOZ 2022,2022-07-09,INFANTIL (2009-2010) - CADETE (2007-2008),12,10,0,22,mixto
5ª Carreira Pedestre Concello de Cee,2018-06-23,3K CONTRA O CANCRO (2002 E ANT.),57,58,0,115,mixto
5ª Carreira Pedestre Concello de Cee,2018-06-23,ABSOLUTA 10K (2002 E ANT.),130,28,0,158,mixto
5ª Carreira Pedestre Concello de Cee,2018-06-23,ALEVIN (2007-2008),12,15,0,27,mixto
5ª Carreira Pedestre Concello de Cee,2018-06-23,BENXAMIN (2009-2010),14,11,0,25,mixto
5ª Carreira Pedestre Concello de Cee,2018-06-23,"INFANTIL (05-06), CADETE (03-04) E XUVENIL (01-02)",20,26,0,46,mixto
5º TRAIL TERRAS DO MANDEO,2017-06-10,TRAIL CORTO (DESNIVEL ACUMULADO: 860 M APROX.),227,52,0,279,mixto
5º TRAIL TERRAS DO MANDEO,2017-06-10,TRAIL LARGO (DESNIVEL ACUMULADO: 2000 M APROX.),53,6,0,59,mixto
6 Horas Vila do Corpus 2022 – “Sen Límites” #KmpolaInclusión,2022-07-09,EQUIPOS FEMENINOS,0,0,0,0,mixto
6 Horas Vila do Corpus 2022 – “Sen Límites” #KmpolaInclusión,2022-07-09,EQUIPOS MASCULINOS,0,0,0,0,mixto
6 Horas Vila do Corpus 2022 – “Sen Límites” #KmpolaInclusión,2022-07-09,EQUIPOS MIXTOS,0,0,0,0,mixto
6 Horas Vila do Corpus 2022 – “Sen Límites” #KmpolaInclusión,2022-07-09,INDIVIDUAL,0,0,0,0,mixto
6K CONCELLO DE A VEIGA (V D3SAFÍO42 OURENSE),2018-05-19,INDIVIDUAL,35,7,0,42,mixto
6K SunSet Encoro de Cachamuíña (IV D3SAFIO42),2017-05-20,PROBA ABSOLUTA (2001 E ANOS ANTERIORES),90,24,0,114,mixto
6º TRAIL TERRAS DO MANDEO,2018-09-09,MINI TRAIL,45,35,0,80,mixto
6º TRAIL TERRAS DO MANDEO,2018-09-09,TRAIL CORTO (Desnivel acumulado: 700 m),155,41,0,196,mixto
6º TRAIL TERRAS DO MANDEO,2018-09-09,TRAIL LARGO (Desnivel acumulado: 2500 m),77,12,0,89,mixto
7 TEBAIDA BERCIANA,2014-04-27,ADULTOS. DISTANCIA: 22260 M,0,0,0,0,mixto
7ª SÚBIDA CICLOTURISTA A GROBA 2015,2015-08-22,EQUIPOS SUBIDA CICLOTURISTA A GROBA,0,0,0,0,mixto
7ª SÚBIDA CICLOTURISTA A GROBA 2015,2015-08-22,MARCHA 11KM,142,5,0,147,mixto
7ª TRAVESÍA A NADO VILA DE BAIONA,2016-07-09,ADULTOS (1976 A 1999) Y VETERANOS ( 1975 Y ANTERIORES),179,39,0,218,mixto
7ª TRAVESÍA A NADO VILA DE BAIONA,2016-07-09,EQUIPOS TRAVESÍA VILA DE BAIONA 2016 (MÁXIMO 5 INTEGRANTES),0,0,0,0,mixto
7ª TRAVESÍA A NADO VILA DE BAIONA,2016-07-09,SUB 12 (2004 A 2008),13,9,0,22,mixto
7ª TRAVESÍA A NADO VILA DE BAIONA,2016-07-09,SUB 16 (2000 A 2003),12,5,0,17,mixto
8 KM DE CASTRILLON,2014-12-20,PRUEBA ABSOLUTA. DISTANCIA: 8484 M,0,0,0,0,mixto
8 KM DE CASTRILLON 2013,2013-12-21,PROBA ABSOLUTA. DISTANCIA: 8484 M,0,0,0,0,mixto
8 KM. DE CASTRILLON 2012 (20 CARRERA POPULAR),2012-12-22,Prueba Absoluta. Distancia: 8484 m,0,0,0,0,mixto
80 TRAVESIA A NADO Á ENSEADA DE SAN AMARO,2021-08-29,Travesía 1200m,121,58,0,179,mixto
81 TRAVESIA A NADO Á ENSEADA DE SAN AMARO,2022-08-28,Travesía 1200m,160,79,0,239,mixto
82 TRAVESIA A NADO Á ENSEADA DE SAN AMARO,2023-08-27,TRAVESIA 1200m,205,97,0,302,mixto
84 TRAVESIA A NADO Á ENSEADA DE SAN AMARO,2025-09-21,TRAVESIA 1200m,100,53,0,153,mixto
8K DO LÉREZ 2017 (PONTEVEDRA),2017-02-19,CARREIRA ABSOLUTA (2001 E ANT),251,51,0,302,mixto
8K DO LÉREZ 2017 (PONTEVEDRA),2017-02-19,CATEGORÍA A (PREBENXAMIN) 2010-2012,30,19,0,49,mixto
8K DO LÉREZ 2017 (PONTEVEDRA),2017-02-19,CATEGORÍA B (BENXAMIN) 2008-2009 e C (ALEVIN) 2006-2007,19,8,0,27,mixto
8K DO LÉREZ 2017 (PONTEVEDRA),2017-02-19,CATEGORÍA D (INFANTIL) 2004-2005 e E (CADETE) 2002-2003,16,13,0,29,mixto
8K DO LÉREZ 2017 (PONTEVEDRA),2017-02-19,PANDILLAS 8K LEREZ 2017,0,0,0,0,mixto
8K DO LÉREZ 2018 (PONTEVEDRA),2018-02-04,CARREIRA A (NADOS ENTRE 2009-2012),10,14,0,24,mixto
8K DO LÉREZ 2018 (PONTEVEDRA),2018-02-04,CARREIRA ABSOLUTA 4K (2002 E ANT),13,19,0,32,mixto
8K DO LÉREZ 2018 (PONTEVEDRA),2018-02-04,CARREIRA ABSOLUTA 8K (2002 E ANT),228,37,0,265,mixto
8K DO LÉREZ 2018 (PONTEVEDRA),2018-02-04,CARREIRA B (NADOS ENTRE 2007-2008),5,5,0,10,mixto
8K DO LÉREZ 2018 (PONTEVEDRA),2018-02-04,CARREIRA C (NADOS ENTRE 2003-2006),7,5,0,12,mixto
8KM CASTRILLÓN 2016 (ASTURIAS),2016-12-17,8KM Castrillón,973,358,0,1331,mixto
8KM CASTRILLÓN 2016 (ASTURIAS),2016-12-17,ALEVIN (9 a 10 años),27,25,0,52,mixto
8KM CASTRILLÓN 2016 (ASTURIAS),2016-12-17,BENJAMIN (7 a 8 años),45,51,0,96,mixto
8KM CASTRILLÓN 2016 (ASTURIAS),2016-12-17,INFANTIL (11 a 12 años),23,20,0,43,mixto
8KM CASTRILLÓN 2016 (ASTURIAS),2016-12-17,MINIBENJAMIN (5 a 6 años),56,59,0,115,mixto
8KM CASTRILLÓN 2017 (ASTURIAS),2017-12-16,8KM Castrillón,967,345,0,1312,mixto
8KM CASTRILLÓN 2017 (ASTURIAS),2017-12-16,ALEVIN (9 a 10 años),29,40,0,69,mixto
8KM CASTRILLÓN 2017 (ASTURIAS),2017-12-16,BENJAMIN (7 a 8 años),36,50,0,86,mixto
8KM CASTRILLÓN 2017 (ASTURIAS),2017-12-16,INFANTIL (11 a 12 años),19,23,0,42,mixto
8KM CASTRILLÓN 2017 (ASTURIAS),2017-12-16,MINIBENJAMIN (5 a 6 años),56,43,0,99,mixto
8KM CASTRILLÓN 2018 (ASTURIAS),2018-12-22,8KM CASTRILLÓN,831,334,0,1165,mixto
8KM CASTRILLÓN 2018 (ASTURIAS),2018-12-22,ALEVIN (9 a 10 años),40,55,0,95,mixto
8KM CASTRILLÓN 2018 (ASTURIAS),2018-12-22,BENJAMIN (7 a 8 años),62,62,0,124,mixto
8KM CASTRILLÓN 2018 (ASTURIAS),2018-12-22,INFANTIL (11 a 12 años),24,32,0,56,mixto
8KM CASTRILLÓN 2018 (ASTURIAS),2018-12-22,MINIBENJAMIN (5 a 6 años),59,59,0,118,mixto
8KM CASTRILLÓN 2019 (ASTURIAS),2019-12-21,8KM CASTRILLÓN,829,279,0,1108,mixto
8KM CASTRILLÓN 2019 (ASTURIAS),2019-12-21,ALEVIN (9 a 10 años),40,44,0,84,mixto
8KM CASTRILLÓN 2019 (ASTURIAS),2019-12-21,BENJAMIN (7 a 8 años),52,66,0,118,mixto
8KM CASTRILLÓN 2019 (ASTURIAS),2019-12-21,INFANTIL (11 a 12 años),24,59,0,83,mixto
8KM CASTRILLÓN 2019 (ASTURIAS),2019-12-21,MINIBENJAMIN (5 a 6 años),44,28,0,72,mixto
8KM CASTRILLÓN 2022 (ASTURIAS),2022-12-17,8KM (2009 y anteriores),447,176,0,623,mixto
8KM CASTRILLÓN 2022 (ASTURIAS),2022-12-17,ALEVIN,30,41,0,71,mixto
8KM CASTRILLÓN 2022 (ASTURIAS),2022-12-17,BENJAMIN,46,46,0,92,mixto
8KM CASTRILLÓN 2022 (ASTURIAS),2022-12-17,INFANTIL,23,24,0,47,mixto
8KM CASTRILLÓN 2022 (ASTURIAS),2022-12-17,MINIBENJAMIN,39,33,0,72,mixto
8KM CASTRILLÓN 2023 (ASTURIAS),2023-12-23,8KM (2010 y anteriores),581,218,0,799,mixto
8KM CASTRILLÓN 2023 (ASTURIAS),2023-12-23,ALEVIN,53,41,0,94,mixto
8KM CASTRILLÓN 2023 (ASTURIAS),2023-12-23,BENJAMIN,56,43,0,99,mixto
8KM CASTRILLÓN 2023 (ASTURIAS),2023-12-23,INFANTIL,26,39,0,65,mixto
8KM CASTRILLÓN 2023 (ASTURIAS),2023-12-23,MINIBENJAMIN,38,32,0,70,mixto
8KM CASTRILLÓN 2024 (ASTURIAS),2024-12-21,8KM (2010 y anteriores),647,263,0,910,mixto
8KM CASTRILLÓN 2024 (ASTURIAS),2024-12-21,SUB10,45,38,0,83,mixto
8KM CASTRILLÓN 2024 (ASTURIAS),2024-12-21,SUB12,40,45,0,85,mixto
8KM CASTRILLÓN 2024 (ASTURIAS),2024-12-21,SUB14,10,31,0,41,mixto
8KM CASTRILLÓN 2024 (ASTURIAS),2024-12-21,SUB8,45,41,0,86,mixto
