fuente,nombre_carrera,fecha,dia_semana,distancia,tipo_modalidad,publico,finisher_d,finisher_h,municipio,comarca,provincia,evento_ref,resultado_ref,nombre_evento,nombre_prueba,distancia_m
cronorunner,VI GATOVA TRAIL (Maratón 42K),2017-04-02,Domingo,0.0,trail running,Absoluta/General,,,,,,170-590,170-590-783,VI GATOVA TRAIL,Maratón 42K,0
cronorunner,VI GATOVA TRAIL (21K),2017-04-02,Domingo,0.0,trail running,Absoluta/General,,,,,,170-590,170-590-784,VI GATOVA TRAIL,21K,0
cronorunner,VI GATOVA TRAIL (10K),2017-04-02,Domingo,0.0,trail running,Absoluta/General,0.0,155.0,,,,170-590,170-590-785,VI GATOVA TRAIL,10K,0
cronorunner,VI VOLTA A PEU A TAVERNES BLANQUES AVAPACE (Carrera Absoluta),2017-04-02,Domingo,0.0,road running,Absoluta/General,197.0,443.0,,,,208-594,208-594-791,VI VOLTA A PEU A TAVERNES BLANQUES AVAPACE,Carrera Absoluta,0
cronorunner,VI VOLTA A PEU A TAVERNES BLANQUES AVAPACE (Marcha),2017-04-02,Domingo,0.0,marcha,Absoluta/General,,,,,,208-594,208-594-796,VI VOLTA A PEU A TAVERNES BLANQUES AVAPACE,Marcha,0
cronorunner,IV 10k BIMI SILLA,2017-04-01,Sábado,0.0,road running,Absoluta/General,161.0,675.0,,,,150-536,150-536-682,IV 10k BIMI SILLA,Carrera Absoluta,0
cronorunner,XIX GRAN FONS DE PUÇOL,2017-04-01,Sábado,0.0,road running,Absoluta/General,173.0,785.0,Puçol,l'Horta Nord,Comunitat Valenciana,433-551,433-551-699,XIX GRAN FONS DE PUÇOL,Carrera Absoluta,0
cronorunner,XXX VOLTA A PEU FIBRA VALENCIA VILA D'ALAQUAS (5k),2017-04-01,Sábado,0.0,road running,Absoluta/General,28.0,41.0,Alaquàs,l'Horta Sud,Comunitat Valenciana,323-556,323-556-706,XXX VOLTA A PEU FIBRA VALENCIA VILA D'ALAQUAS,5k,0
cronorunner,XXX VOLTA A PEU FIBRA VALENCIA VILA D'ALAQUAS (10k),2017-04-01,Sábado,0.0,road running,Absoluta/General,60.0,345.0,Alaquàs,l'Horta Sud,Comunitat Valenciana,323-556,323-556-707,XXX VOLTA A PEU FIBRA VALENCIA VILA D'ALAQUAS,10k,0
cronorunner,I TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Circuito Spartan Mini Kids),2017-04-01,Sábado,0.0,trail running,Absoluta/General,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-585,449-585-753,I TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Circuito Spartan Mini Kids,0
cronorunner,I TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Trail Kids Benjamin),2017-04-01,Sábado,0.0,trail running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-585,449-585-754,I TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Trail Kids Benjamin,0
cronorunner,I TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Trail Kids Alevin),2017-04-01,Sábado,0.0,trail running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-585,449-585-755,I TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Trail Kids Alevin,0
cronorunner,I TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Trail Kids Infantil),2017-04-01,Sábado,0.0,trail running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-585,449-585-756,I TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Trail Kids Infantil,0
cronorunner,I TRAILKIDS 3 PICS LES RODANES VILAMARXANT (Trail Kids Juvenil),2017-04-01,Sábado,0.0,trail running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,449-585,449-585-757,I TRAILKIDS 3 PICS LES RODANES VILAMARXANT,Trail Kids Juvenil,0
cronorunner,I TRAIL DE AYORA (Trail),2017-03-26,Domingo,0.0,trail running,Absoluta/General,17.0,120.0,Ayora,València / Valencia,Comunitat Valenciana,428-528,428-528-658,I TRAIL DE AYORA,Trail,0
cronorunner,I TRAIL DE AYORA (Sprint),2017-03-26,Domingo,0.0,trail running,Absoluta/General,45.0,131.0,Ayora,València / Valencia,Comunitat Valenciana,428-528,428-528-659,I TRAIL DE AYORA,Sprint,0
cronorunner,I TRAIL DE AYORA (Marcha),2017-03-26,Domingo,0.0,trail running,Absoluta/General,19.0,16.0,Ayora,València / Valencia,Comunitat Valenciana,428-528,428-528-660,I TRAIL DE AYORA,Marcha,0
cronorunner,I MARCHA CICLOTURISTA TOUS,2017-03-12,Domingo,0.0,Ciclismo y btt,Absoluta/General,28.0,556.0,,,,427-527,427-527-657,I MARCHA CICLOTURISTA TOUS,Marcha Cicloturista,0
cronorunner,"V 7K, 15k MASKOKOTAS GUADASSUAR (7k)",2017-03-05,Domingo,0.0,road running,Absoluta/General,86.0,145.0,,,,288-562,288-562-713,"V 7K, 15k MASKOKOTAS GUADASSUAR",7k,0
cronorunner,"V 7K, 15k MASKOKOTAS GUADASSUAR (15k)",2017-03-05,Domingo,0.0,road running,Absoluta/General,41.0,189.0,,,,288-562,288-562-714,"V 7K, 15k MASKOKOTAS GUADASSUAR",15k,0
cronorunner,II TRAIL DE ANNA (Trail 21k),2017-02-26,Domingo,0.0,trail running,Absoluta/General,51.0,234.0,Anna,València / Valencia,Comunitat Valenciana,370-526,370-526-654,II TRAIL DE ANNA,Trail 21k,0
cronorunner,II TRAIL DE ANNA (Sprint 14k),2017-02-26,Domingo,0.0,trail running,Absoluta/General,117.0,261.0,Anna,València / Valencia,Comunitat Valenciana,370-526,370-526-655,II TRAIL DE ANNA,Sprint 14k,0
cronorunner,II TRAIL DE ANNA (Marcha 14k),2017-02-26,Domingo,0.0,trail running,Absoluta/General,91.0,56.0,Anna,València / Valencia,Comunitat Valenciana,370-526,370-526-656,II TRAIL DE ANNA,Marcha 14k,0
cronorunner,II 9KM 9 MESES (9KM 9 MESES),2017-02-19,Domingo,0.0,road running,Absoluta/General,8.0,227.0,Xàtiva,València / Valencia,Comunitat Valenciana,431-549,431-549-695,II 9KM 9 MESES,9KM 9 MESES,0
cronorunner,II 9KM 9 MESES (Marcha no competitiva),2017-02-19,Domingo,0.0,marcha,Absoluta/General,,,Xàtiva,València / Valencia,Comunitat Valenciana,431-549,431-549-696,II 9KM 9 MESES,Marcha no competitiva,0
cronorunner,II 9KM 9 MESES (Dorsal 0),2017-02-19,Domingo,0.0,road running,Absoluta/General,,,Xàtiva,València / Valencia,Comunitat Valenciana,431-549,431-549-697,II 9KM 9 MESES,Dorsal 0,0
cronorunner,V ALÈDUA TRAIL MEMORIAL MJ (K26),2017-02-05,Domingo,0.0,trail running,Absoluta/General,23.0,194.0,,,,287-518,287-518-635,V ALÈDUA TRAIL MEMORIAL MJ,K26,0
cronorunner,V ALÈDUA TRAIL MEMORIAL MJ (K12),2017-02-05,Domingo,0.0,trail running,Absoluta/General,,,,,,287-518,287-518-636,V ALÈDUA TRAIL MEMORIAL MJ,K12,0
cronorunner,X MITJA MARATÓ CIUTAT DE SUECA,2017-01-29,Domingo,0.0,road running,Absoluta/General,26.0,199.0,Sueca,València / Valencia,Comunitat Valenciana,289-514,289-514-626,X MITJA MARATÓ CIUTAT DE SUECA,Media Solidaria AVAPACE,0
cronorunner,V MARATÓN Y MEDIA MARATÓN DE MONTAÑA DEL CAROIG BICORP (Maratón),2017-01-29,Domingo,0.0,road running,Absoluta/General,2.0,34.0,,,,417-507,417-507-615,V MARATÓN Y MEDIA MARATÓN DE MONTAÑA DEL CAROIG BICORP,Maratón,0
cronorunner,V MARATÓN Y MEDIA MARATÓN DE MONTAÑA DEL CAROIG BICORP (Trail 21k),2017-01-29,Domingo,0.0,trail running,Absoluta/General,1.0,14.0,,,,417-507,417-507-616,V MARATÓN Y MEDIA MARATÓN DE MONTAÑA DEL CAROIG BICORP,Trail 21k,0
cronorunner,V MARATÓN Y MEDIA MARATÓN DE MONTAÑA DEL CAROIG BICORP (Sprint Trail 14k),2017-01-29,Domingo,0.0,trail running,Absoluta/General,13.0,19.0,,,,417-507,417-507-617,V MARATÓN Y MEDIA MARATÓN DE MONTAÑA DEL CAROIG BICORP,Sprint Trail 14k,0
cronorunner,V MARATÓN Y MEDIA MARATÓN DE MONTAÑA DEL CAROIG BICORP (Marcha 14k),2017-01-29,Domingo,0.0,marcha,Absoluta/General,19.0,14.0,,,,417-507,417-507-618,V MARATÓN Y MEDIA MARATÓN DE MONTAÑA DEL CAROIG BICORP,Marcha 14k,0
cronorunner,I MARATÓN CAROIG BICORP PAREJAS MIXTAS,2017-01-29,Domingo,0.0,road running,Absoluta/General,0.0,3.0,,,,420-508,420-508-621,I MARATÓN CAROIG BICORP PAREJAS MIXTAS,Parejas Mixtas,0
cronorunner,I MARATÓN CAROIG BICORP PAREJAS FEMENINAS,2017-01-29,Domingo,0.0,road running,Absoluta/General,,,,,,419-509,419-509-620,I MARATÓN CAROIG BICORP PAREJAS FEMENINAS,Parejas Femeninas,0
cronorunner,I MARATÓN CAROIG BICORP PAREJAS MASCULINAS,2017-01-29,Domingo,0.0,road running,Absoluta/General,0.0,2.0,,,,418-510,418-510-619,I MARATÓN CAROIG BICORP PAREJAS MASCULINAS,Parejas Masculinas,0
cronorunner,III VOLTA MUNTANYA DE LLAURÍ (TRA·LLA),2017-01-28,Sábado,0.0,road running,Absoluta/General,20.0,141.0,Llaurí,València / Valencia,Comunitat Valenciana,321-512,321-512-623,III VOLTA MUNTANYA DE LLAURÍ,TRA·LLA,0
cronorunner,III VOLTA MUNTANYA DE LLAURÍ (SPRINT),2017-01-28,Sábado,0.0,road running,Absoluta/General,51.0,109.0,Llaurí,València / Valencia,Comunitat Valenciana,321-512,321-512-624,III VOLTA MUNTANYA DE LLAURÍ,SPRINT,0
cronorunner,I GALA CIRCUIT CAIXA POPULAR,2017-01-20,Viernes,0.0,road running,Absoluta/General,,,València,Comarca de València,Comunitat Valenciana,430-548,430-548-694,I GALA CIRCUIT CAIXA POPULAR,Gala Final,0
cronorunner,X CARRERA POPULAR PARQUE NATURAL DEL TÚRIA (Carrera Absoluta),2017-01-15,Domingo,0.0,road running,Absoluta/General,90.0,324.0,Riba-roja de Túria,València / Valencia,Comunitat Valenciana,366-522,366-522-640,X CARRERA POPULAR PARQUE NATURAL DEL TÚRIA,Carrera Absoluta,0
cronorunner,X CARRERA POPULAR PARQUE NATURAL DEL TÚRIA (Cadete),2017-01-15,Domingo,0.0,road running,Infantil,,,Riba-roja de Túria,València / Valencia,Comunitat Valenciana,366-522,366-522-641,X CARRERA POPULAR PARQUE NATURAL DEL TÚRIA,Cadete,0
cronorunner,X CARRERA POPULAR PARQUE NATURAL DEL TÚRIA (Infantil),2017-01-15,Domingo,0.0,road running,Infantil,,,Riba-roja de Túria,València / Valencia,Comunitat Valenciana,366-522,366-522-642,X CARRERA POPULAR PARQUE NATURAL DEL TÚRIA,Infantil,0
cronorunner,X CARRERA POPULAR PARQUE NATURAL DEL TÚRIA (Alevín),2017-01-15,Domingo,0.0,road running,Infantil,,,Riba-roja de Túria,València / Valencia,Comunitat Valenciana,366-522,366-522-643,X CARRERA POPULAR PARQUE NATURAL DEL TÚRIA,Alevín,0
cronorunner,X CARRERA POPULAR PARQUE NATURAL DEL TÚRIA (Benjamín),2017-01-15,Domingo,0.0,road running,Infantil,,,Riba-roja de Túria,València / Valencia,Comunitat Valenciana,366-522,366-522-644,X CARRERA POPULAR PARQUE NATURAL DEL TÚRIA,Benjamín,0
cronorunner,X CARRERA POPULAR PARQUE NATURAL DEL TÚRIA (Pre Benjamín),2017-01-15,Domingo,0.0,road running,Infantil,,,Riba-roja de Túria,València / Valencia,Comunitat Valenciana,366-522,366-522-645,X CARRERA POPULAR PARQUE NATURAL DEL TÚRIA,Pre Benjamín,0
cronorunner,X CARRERA POPULAR PARQUE NATURAL DEL TÚRIA (Nano),2017-01-15,Domingo,0.0,road running,Absoluta/General,,,Riba-roja de Túria,València / Valencia,Comunitat Valenciana,366-522,366-522-646,X CARRERA POPULAR PARQUE NATURAL DEL TÚRIA,Nano,0
cronorunner,V CARRERA DE EQUIPOS CONTRA ZOMBIES UMH ELCHE (Carrera Absoluta),2017-01-14,Sábado,0.0,road running,Equipos,0.0,74.0,Elx / Elche,el Baix Vinalopó,Comunitat Valenciana,84-502,84-502-606,V CARRERA DE EQUIPOS CONTRA ZOMBIES UMH ELCHE,Carrera Absoluta,0
cronorunner,V CARRERA DE EQUIPOS CONTRA ZOMBIES UMH ELCHE (Carrera Infantil),2017-01-14,Sábado,0.0,road running,Equipos,,,Elx / Elche,el Baix Vinalopó,Comunitat Valenciana,84-502,84-502-612,V CARRERA DE EQUIPOS CONTRA ZOMBIES UMH ELCHE,Carrera Infantil,0
cronorunner,I SAN SILVESTRE TRAIL - SUMACÁRCER (Trail),2016-12-31,Sábado,0.0,trail running,Absoluta/General,24.0,81.0,Sumacàrcer,València / Valencia,Comunitat Valenciana,423-516,423-516-632,I SAN SILVESTRE TRAIL - SUMACÁRCER,Trail,0
cronorunner,I SAN SILVESTRE TRAIL - SUMACÁRCER (Prueba Corta),2016-12-31,Sábado,0.0,trail running,Absoluta/General,20.0,23.0,Sumacàrcer,València / Valencia,Comunitat Valenciana,423-516,423-516-633,I SAN SILVESTRE TRAIL - SUMACÁRCER,Prueba Corta,0
cronorunner,II SANT SILVESTRE D'ALMUSSAFES,2016-12-31,Sábado,0.0,road running,Absoluta/General,,,Almussafes,València / Valencia,Comunitat Valenciana,416-504,416-504-608,II SANT SILVESTRE D'ALMUSSAFES,Carrera Absoluta,0
cronorunner,XXXII SAN SILVESTRE D'ALBALAT DE LA RIBERA,2016-12-31,Sábado,0.0,road running,Absoluta/General,,,Albalat de la Ribera,València / Valencia,Comunitat Valenciana,113-506,113-506-610,XXXII SAN SILVESTRE D'ALBALAT DE LA RIBERA,Carrera Absoluta,0
cronorunner,IV SAN SILVESTRE SOLIDARIA POBLA DE FARNALS,2016-12-31,Sábado,0.0,road running,Absoluta/General,43.0,153.0,la Pobla de Farnals,l'Horta Nord,Comunitat Valenciana,421-511,421-511-622,IV SAN SILVESTRE SOLIDARIA POBLA DE FARNALS,Carrera Absoluta,0
cronorunner,IV SANT SILVESTRE DE CULLERA,2016-12-30,Viernes,0.0,road running,Absoluta/General,,,Cullera,València / Valencia,Comunitat Valenciana,368-519,368-519-637,IV SANT SILVESTRE DE CULLERA,Carrera Absoluta,0
cronorunner,XVIII SAN SILVESTRE DE MISLATA,2016-12-29,Jueves,0.0,road running,Absoluta/General,,,Mislata,l'Horta Sud,Comunitat Valenciana,367-524,367-524-649,XVIII SAN SILVESTRE DE MISLATA,Carrera Absoluta,0
cronorunner,VII SANT SILVESTRE VILAMARXANT,2016-12-28,Miércoles,0.0,road running,Absoluta/General,,,Vilamarxant,València / Valencia,Comunitat Valenciana,425-520,425-520-638,VII SANT SILVESTRE VILAMARXANT,Carrera Absoluta,0
cronorunner,I SANT SILVESTRE DE MONTSERRAT,2016-12-27,Martes,0.0,road running,Absoluta/General,,,Montserrat,València / Valencia,Comunitat Valenciana,422-515,422-515-627,I SANT SILVESTRE DE MONTSERRAT,Carrera Absoluta,0
cronorunner,II SANT SILVESTRE NOCTURNA RIOLA,2016-12-27,Martes,0.0,road running,Absoluta/General,,,Riola,València / Valencia,Comunitat Valenciana,360-505,360-505-609,II SANT SILVESTRE NOCTURNA RIOLA,Carrera Absoluta,0
cronorunner,II SANT SILVESTRE DE BENIFAIÓ,2016-12-23,Viernes,0.0,road running,Absoluta/General,,,Benifaió,València / Valencia,Comunitat Valenciana,424-517,424-517-634,II SANT SILVESTRE DE BENIFAIÓ,Carrera Absoluta,0
cronorunner,I SANT SILVESTRE FALLA DEL POBLE DE SOLLANA,2016-12-23,Viernes,0.0,road running,Absoluta/General,,,Sollana,València / Valencia,Comunitat Valenciana,426-521,426-521-639,I SANT SILVESTRE FALLA DEL POBLE DE SOLLANA,Carrera Solidaria,0
cronorunner,XV CURSA DE NADAL BÉTERA (Carrera Absoluta),2016-12-11,Domingo,0.0,road running,Absoluta/General,76.0,288.0,,,,361-492,361-492-593,XV CURSA DE NADAL BÉTERA,Carrera Absoluta,0
cronorunner,XV CURSA DE NADAL BÉTERA (Nascuts 2001-2003),2016-12-11,Domingo,0.0,road running,Absoluta/General,,,,,,361-492,361-492-628,XV CURSA DE NADAL BÉTERA,Nascuts 2001-2003,0
cronorunner,XV CURSA DE NADAL BÉTERA (Nascuts 2004-2006),2016-12-11,Domingo,0.0,road running,Absoluta/General,,,,,,361-492,361-492-629,XV CURSA DE NADAL BÉTERA,Nascuts 2004-2006,0
cronorunner,XV CURSA DE NADAL BÉTERA (Nascuts 2007-2008),2016-12-11,Domingo,0.0,road running,Absoluta/General,,,,,,361-492,361-492-630,XV CURSA DE NADAL BÉTERA,Nascuts 2007-2008,0
cronorunner,XV CURSA DE NADAL BÉTERA (Nascuts 2009-2016),2016-12-11,Domingo,0.0,road running,Absoluta/General,,,,,,361-492,361-492-631,XV CURSA DE NADAL BÉTERA,Nascuts 2009-2016,0
cronorunner,III GALA CRESPO CRONORUNNERS,2016-12-10,Sábado,0.0,road running,Absoluta/General,,,,,,364-513,364-513-625,III GALA CRESPO CRONORUNNERS,Cena,0
cronorunner,II 10k y 5K DINOSAURIS MONCADA,2016-12-06,Martes,0.0,road running,Absoluta/General,103.0,277.0,,,,351-430,351-430-429,II 10k y 5K DINOSAURIS MONCADA,Carrera Absoluta,0
cronorunner,I MARATÓN Y MEDIA MARATÓN DE MONTAÑA ANNA (Maratón),2016-12-04,Domingo,0.0,road running,Absoluta/General,1.0,27.0,,,,403-483,403-483-575,I MARATÓN Y MEDIA MARATÓN DE MONTAÑA ANNA,Maratón,0
cronorunner,I MARATÓN Y MEDIA MARATÓN DE MONTAÑA ANNA (Media Maratón),2016-12-04,Domingo,0.0,road running,Absoluta/General,0.0,22.0,,,,403-483,403-483-613,I MARATÓN Y MEDIA MARATÓN DE MONTAÑA ANNA,Media Maratón,0
cronorunner,I MARATÓN Y MEDIA MARATÓN DE MONTAÑA ANNA (Marcha),2016-12-04,Domingo,0.0,marcha,Absoluta/General,,,,,,403-483,403-483-614,I MARATÓN Y MEDIA MARATÓN DE MONTAÑA ANNA,Marcha,0
cronorunner,I MARATÓN DE MONTAÑA ANNA PAREJAS MASCULINAS,2016-12-04,Domingo,0.0,road running,Absoluta/General,0.0,9.0,,,,404-484,404-484-580,I MARATÓN DE MONTAÑA ANNA PAREJAS MASCULINAS,Parejas Masculinas,0
cronorunner,I MARATÓN DE MONTAÑA ANNA PAREJAS FEMENINAS,2016-12-04,Domingo,0.0,road running,Absoluta/General,0.0,4.0,,,,405-485,405-485-581,I MARATÓN DE MONTAÑA ANNA PAREJAS FEMENINAS,Parejas Femeninas,0
cronorunner,I MARATÓN DE MONTAÑA ANNA PAREJAS MIXTAS,2016-12-04,Domingo,0.0,road running,Absoluta/General,0.0,21.0,,,,406-486,406-486-582,I MARATÓN DE MONTAÑA ANNA PAREJAS MIXTAS,Parejas Mixtas,0
cronorunner,XXXVI BESTDRIVE 10K. MISLATA 2018,2016-11-27,Domingo,0.0,road running,Absoluta/General,193.0,649.0,Mislata,l'Horta Sud,Comunitat Valenciana,227-421,227-421-418,XXXVI BESTDRIVE 10K. MISLATA 2018,Carrera Absoluta,0
cronorunner,III CURSA PER EQUIPS I MARXA DE L'MPOC,2016-11-27,Domingo,0.0,road running,Absoluta/General,,,,,,359-500,359-500-604,III CURSA PER EQUIPS I MARXA DE L'MPOC,Carrera Absoluta,0
cronorunner,IV CAMINATA PER LA MPOC,2016-11-27,Domingo,0.0,road running,Absoluta/General,,,,,,282-501,282-501-605,IV CAMINATA PER LA MPOC,Marcha,0
cronorunner,I GALA CIRCUIT TRAIL LA RIBERA,2016-11-26,Sábado,0.0,trail running,Absoluta/General,,,Valdegovía / Gaubea,Añanako kuadrilla,Araba / Álava,415-503,415-503-607,I GALA CIRCUIT TRAIL LA RIBERA,Carrera Absoluta,0
cronorunner,I TRAIL DE L'OLLERÍA (Trail 21k),2016-11-20,Domingo,0.0,trail running,Absoluta/General,19.0,124.0,l'Olleria,València / Valencia,Comunitat Valenciana,411-494,411-494-595,I TRAIL DE L'OLLERÍA,Trail 21k,0
cronorunner,I TRAIL DE L'OLLERÍA (Sprint Trail 13k),2016-11-20,Domingo,0.0,trail running,Absoluta/General,42.0,116.0,l'Olleria,València / Valencia,Comunitat Valenciana,411-494,411-494-596,I TRAIL DE L'OLLERÍA,Sprint Trail 13k,0
cronorunner,I TRAIL DE L'OLLERÍA (Marcha 13k),2016-11-20,Domingo,0.0,trail running,Absoluta/General,46.0,40.0,l'Olleria,València / Valencia,Comunitat Valenciana,411-494,411-494-597,I TRAIL DE L'OLLERÍA,Marcha 13k,0
cronorunner,V VOLTA A PEU SANTA CECILIA CULLERA,2016-11-13,Domingo,0.0,road running,Absoluta/General,,,Cullera,València / Valencia,Comunitat Valenciana,285-493,285-493-594,V VOLTA A PEU SANTA CECILIA CULLERA,Carrera Absoluta,0
cronorunner,XVII VOLTA POPULAR EN BICICLETA (Carrera Absoluta),2016-11-06,Domingo,0.0,road running,Absoluta/General,,,Barcelona,Barcelonès,Catalunya,414-498,414-498-602,XVII VOLTA POPULAR EN BICICLETA,Carrera Absoluta,0
cronorunner,XVII VOLTA POPULAR EN BICICLETA (Carrera niños),2016-11-06,Domingo,0.0,road running,Absoluta/General,,,Barcelona,Barcelonès,Catalunya,414-498,414-498-611,XVII VOLTA POPULAR EN BICICLETA,Carrera niños,0
cronorunner,I ANIVERSARIO CRESPO CRONORUNNERS (CrespoCronorunners Social Day),2016-11-01,Martes,0.0,road running,Absoluta/General,,,,,,412-495,412-495-598,I ANIVERSARIO CRESPO CRONORUNNERS,CrespoCronorunners Social Day,0
cronorunner,I ANIVERSARIO CRESPO CRONORUNNERS (CrespoCronorunners Lunch & Bufa),2016-11-01,Martes,0.0,road running,Absoluta/General,,,,,,412-495,412-495-603,I ANIVERSARIO CRESPO CRONORUNNERS,CrespoCronorunners Lunch & Bufa,0
cronorunner,I HALLOWEEN RUN CIUTAT DE SUECA,2016-10-31,Lunes,0.0,road running,Absoluta/General,,,Sueca,València / Valencia,Comunitat Valenciana,410-491,410-491-592,I HALLOWEEN RUN CIUTAT DE SUECA,Carrera Absoluta,0
cronorunner,I NUCLEAR RUNNING DEAD VALENCIA (10k),2016-10-30,Domingo,0.0,road running,Absoluta/General,55.0,87.0,,,,408-488,408-488-584,I NUCLEAR RUNNING DEAD VALENCIA,10k,0
cronorunner,I NUCLEAR RUNNING DEAD VALENCIA (4k),2016-10-30,Domingo,0.0,road running,Absoluta/General,84.0,167.0,,,,408-488,408-488-585,I NUCLEAR RUNNING DEAD VALENCIA,4k,0
cronorunner,II 10k y la VII Caminata de la Miel,2016-10-30,Domingo,0.0,road running,Absoluta/General,,,Torrequebrada,Costa del Sol Occidental,Andalucía,409-490,409-490-591,II 10k y la VII Caminata de la Miel,Carrera Absoluta,0
cronorunner,III GALA FINAL CIRCUIT DE L'ALBUFERA,2016-10-28,Viernes,0.0,road running,Absoluta/General,,,València,Comarca de València,Comunitat Valenciana,357-496,357-496-599,III GALA FINAL CIRCUIT DE L'ALBUFERA,Cena de Gala,0
cronorunner,II TRAIL DE SELLENT (Trail 19km),2016-10-23,Domingo,0.0,trail running,Absoluta/General,18.0,93.0,Sellent,València / Valencia,Comunitat Valenciana,373-416,373-416-410,II TRAIL DE SELLENT,Trail 19km,0
cronorunner,II TRAIL DE SELLENT (Marcha 10km),2016-10-23,Domingo,0.0,trail running,Absoluta/General,49.0,18.0,Sellent,València / Valencia,Comunitat Valenciana,373-416,373-416-411,II TRAIL DE SELLENT,Marcha 10km,0
cronorunner,II TRAIL DE SELLENT (Sprint Trail 10km),2016-10-23,Domingo,0.0,trail running,Absoluta/General,46.0,109.0,Sellent,València / Valencia,Comunitat Valenciana,373-416,373-416-571,II TRAIL DE SELLENT,Sprint Trail 10km,0
cronorunner,II TRAIL DE SELLENT (Escaladores Trail),2016-10-23,Domingo,0.0,trail running,Absoluta/General,0.0,109.0,Sellent,València / Valencia,Comunitat Valenciana,373-416,373-416-600,II TRAIL DE SELLENT,Escaladores Trail,0
cronorunner,II TRAIL DE SELLENT (Escaladores Sprint),2016-10-23,Domingo,0.0,trail running,Absoluta/General,0.0,140.0,Sellent,València / Valencia,Comunitat Valenciana,373-416,373-416-601,II TRAIL DE SELLENT,Escaladores Sprint,0
cronorunner,VI GALA CIRCUIT RIBERA DE XÚQUER,2016-10-14,Viernes,0.0,road running,Absoluta/General,,,Cullera,València / Valencia,Comunitat Valenciana,356-489,356-489-590,VI GALA CIRCUIT RIBERA DE XÚQUER,Elección Talla Obsequio,0
cronorunner,XXVII VOLTA A PEU VILAMARXANT (Carrera Absoluta),2016-10-09,Domingo,0.0,road running,Absoluta/General,30.0,91.0,Vilamarxant,València / Valencia,Comunitat Valenciana,275-473,275-473-549,XXVII VOLTA A PEU VILAMARXANT,Carrera Absoluta,0
cronorunner,XXVII VOLTA A PEU VILAMARXANT (Cadete-Juvenil),2016-10-09,Domingo,0.0,road running,Infantil,,,Vilamarxant,València / Valencia,Comunitat Valenciana,275-473,275-473-550,XXVII VOLTA A PEU VILAMARXANT,Cadete-Juvenil,0
cronorunner,I TRAIL DE TOUS (Trail 21k),2016-10-09,Domingo,0.0,trail running,Absoluta/General,30.0,143.0,Tous,València / Valencia,Comunitat Valenciana,396-474,396-474-551,I TRAIL DE TOUS,Trail 21k,0
cronorunner,I TRAIL DE TOUS (SprintTrail 14k),2016-10-09,Domingo,0.0,trail running,Absoluta/General,53.0,135.0,Tous,València / Valencia,Comunitat Valenciana,396-474,396-474-586,I TRAIL DE TOUS,SprintTrail 14k,0
cronorunner,I TRAIL DE TOUS (Marcha 14k),2016-10-09,Domingo,0.0,trail running,Absoluta/General,79.0,69.0,Tous,València / Valencia,Comunitat Valenciana,396-474,396-474-587,I TRAIL DE TOUS,Marcha 14k,0
cronorunner,IV 10K MANISES MEMORIAL JUAN RAMON FERRER,2016-10-02,Domingo,0.0,road running,Absoluta/General,97.0,323.0,Montcada / Moncada,l'Horta Nord,Comunitat Valenciana,330-428,330-428-427,IV 10K MANISES MEMORIAL JUAN RAMON FERRER,Carrera Absoluta,0
cronorunner,III MITJA MARATÓ DEL KAKI,2016-10-02,Domingo,0.0,road running,Absoluta/General,45.0,441.0,,,,332-452,332-452-472,III MITJA MARATÓ DEL KAKI,Carrera Absoluta,0
cronorunner,XXXIII VOLTA A PEU PORT DE CATARROJA,2016-10-01,Sábado,0.0,road running,Absoluta/General,190.0,654.0,Catarroja,l'Horta Sud,Comunitat Valenciana,156-392,156-392-320,XXXIII VOLTA A PEU PORT DE CATARROJA,Carrera Absoluta,0
cronorunner,XXIV VOLTA A PEU CIUTAT DE CARLET (Carrera Absoluta),2016-09-25,Domingo,0.0,road running,Absoluta/General,77.0,467.0,Carlet,València / Valencia,Comunitat Valenciana,308-412,308-412-381,XXIV VOLTA A PEU CIUTAT DE CARLET,Carrera Absoluta,0
cronorunner,XXIV VOLTA A PEU CIUTAT DE CARLET (Benjamín),2016-09-25,Domingo,0.0,road running,Infantil,0.0,23.0,Carlet,València / Valencia,Comunitat Valenciana,308-412,308-412-382,XXIV VOLTA A PEU CIUTAT DE CARLET,Benjamín,0
cronorunner,XXIV VOLTA A PEU CIUTAT DE CARLET (Alevín),2016-09-25,Domingo,0.0,road running,Infantil,0.0,23.0,Carlet,València / Valencia,Comunitat Valenciana,308-412,308-412-383,XXIV VOLTA A PEU CIUTAT DE CARLET,Alevín,0
