event_id,nom_cursa,data,lloc,modalitat_nom,modalitat_codi,estat_esdeveniment,error_detall,total_classificats,classificat_h,classificat_d,classificat_total,inscrits,DNF_total,DSQ_total,DNS_total,esport,classificat_sexe_desconegut
719,IX CARRERA DE ROCHE POR EL SINDROME DE RETT,2026-08-09,CONIL DE LA FRONTERA,5K -,5k,ok,,206,0,0,206,,,,,Carrera,206
719,IX CARRERA DE ROCHE POR EL SINDROME DE RETT,2026-08-09,CONIL DE LA FRONTERA,10 K,10k,ok,,256,0,0,256,,,,,Carrera,256
719,IX CARRERA DE ROCHE POR EL SINDROME DE RETT,2026-08-09,CONIL DE LA FRONTERA,INFANTIL CADETE -,infantilcadete,ok,,16,0,0,16,,,,,Carrera,16
719,IX CARRERA DE ROCHE POR EL SINDROME DE RETT,2026-08-09,CONIL DE LA FRONTERA,ALEVIN -,alevin,ok,,22,0,0,22,,,,,Carrera,22
719,IX CARRERA DE ROCHE POR EL SINDROME DE RETT,2026-08-09,CONIL DE LA FRONTERA,BENJAMIN -,benjamin,ok,,19,0,0,19,,,,,Carrera,19
733,XV CARRERA POPULAR NOCTURNA MALPARTIDA DE CACERES,2026-07-31,MALPARTIDA DE CACERES,5K,5k,ok,,79,0,0,79,,,,,Carrera,79
733,XV CARRERA POPULAR NOCTURNA MALPARTIDA DE CACERES,2026-07-31,MALPARTIDA DE CACERES,10K,10k,ok,,105,0,0,105,,,,,Carrera,105
711,VIII MARATON CIUDAD DE JAEN,2026-07-05,JAEN,MARATON INDIVIDUAL,maratonindividual,ok,,51,39,6,51,,,,,Carrera,6
711,VIII MARATON CIUDAD DE JAEN,2026-07-05,JAEN,MARATON POR EQUIPOS,maratonporequipos,ok,,37,0,0,37,,,,,Carrera,37
711,VIII MARATON CIUDAD DE JAEN,2026-07-05,JAEN,MARATON POR PAREJAS,maratonporparejas,ok,,4,0,0,4,,,,,Carrera,4
722,XXXVI TRAVESÍA INTERNACIONAL A NADO “CIUDAD DE CÁDIZ”,2026-07-05,CADIZ,3.300 M.,3300m,ok,,118,51,29,118,,,,,Travesía,38
722,XXXVI TRAVESÍA INTERNACIONAL A NADO “CIUDAD DE CÁDIZ”,2026-07-05,CADIZ,1000 M.,1000m,ok,,29,0,0,29,,,,,Travesía,29
715,XII CXM MANCHA REAL - SIERRA MAGINA 2026,2026-07-04,MANCHA REAL,CORTA,corta,ok,,95,35,14,95,,,,,Carrera por montaña,46
715,XII CXM MANCHA REAL - SIERRA MAGINA 2026,2026-07-04,MANCHA REAL,LARGA,larga,ok,,66,47,8,66,,,,,Carrera por montaña,11
,I MILLA CIUDAD DE TARIFA,2026-07-04,TARIFA,,,sense_resultats,,,,,,,,,,Carrera,
,VII JORNADA DEPORTIVA SOLIDARIA,2026-06-20,TORREDONJIMENO,,,sense_resultats,,,,,,,,,,Carrera,
720,IVAFIT CHALLENGE,2026-06-20,BOLLULLOS DEL CONDADO,OPEN,open,ok,,7,0,0,7,,,,,Carrera Híbrida,7
720,IVAFIT CHALLENGE,2026-06-20,BOLLULLOS DEL CONDADO,PAREJAS,parejas,ok,,244,162,82,244,,,,,Carrera Híbrida,0
720,IVAFIT CHALLENGE,2026-06-20,BOLLULLOS DEL CONDADO,PAREJAS MIXTA,parejasmixta,ok,,106,0,0,106,,,,,Carrera Híbrida,106
720,IVAFIT CHALLENGE,2026-06-20,BOLLULLOS DEL CONDADO,TEAMS,teams,ok,,94,47,47,94,,,,,Carrera Híbrida,0
720,IVAFIT CHALLENGE,2026-06-20,BOLLULLOS DEL CONDADO,TEAMS MIXTA,teamsmixta,ok,,19,0,0,19,,,,,Carrera Híbrida,19
720,IVAFIT CHALLENGE,2026-06-20,BOLLULLOS DEL CONDADO,PROS,pros,ok,,4,0,0,4,,,,,Carrera Híbrida,4
700,IX CXM NOCTURNA MONTES DE CEUTA,2026-06-06,CEUTA,BINOMIOS,binomios,ok,,241,35,4,241,,,,,Carrera por montaña,202
700,IX CXM NOCTURNA MONTES DE CEUTA,2026-06-06,CEUTA,INVIDIDUAL,invididual,ok,,796,154,21,796,,,,,Carrera por montaña,621
700,IX CXM NOCTURNA MONTES DE CEUTA,2026-06-06,CEUTA,CRONOESCALADA,cronoescalada,ok,,540,11,73,540,,,,,Carrera por montaña,456
716,XXXII CARRERA URBANA SAN FELIPE NERI,2026-06-06,CADIZ,PITUFOS,pitufos,ok,,108,0,0,108,,,,,Carrera,108
716,XXXII CARRERA URBANA SAN FELIPE NERI,2026-06-06,CADIZ,PREBENJAMIN,prebenjamin,ok,,84,0,0,84,,,,,Carrera,84
716,XXXII CARRERA URBANA SAN FELIPE NERI,2026-06-06,CADIZ,BENJAMIN - ALEVIN,benjaminalevin,ok,,137,0,0,137,,,,,Carrera,137
716,XXXII CARRERA URBANA SAN FELIPE NERI,2026-06-06,CADIZ,ADULTOS,adultos,ok,,123,37,38,123,,,,,Carrera,48
713,CARRERA POPULAR SAN MARTIN DEL TESORILLO,2026-05-30,SAN MARTIN DEL TESORILLO,SUB10,sub10,ok,,27,0,0,27,,,,,Carrera,27
713,CARRERA POPULAR SAN MARTIN DEL TESORILLO,2026-05-30,SAN MARTIN DEL TESORILLO,SUB12,sub12,ok,,40,0,0,40,,,,,Carrera,40
713,CARRERA POPULAR SAN MARTIN DEL TESORILLO,2026-05-30,SAN MARTIN DEL TESORILLO,SUB14,sub14,ok,,14,0,0,14,,,,,Carrera,14
713,CARRERA POPULAR SAN MARTIN DEL TESORILLO,2026-05-30,SAN MARTIN DEL TESORILLO,SUB16,sub16,ok,,6,0,0,6,,,,,Carrera,6
713,CARRERA POPULAR SAN MARTIN DEL TESORILLO,2026-05-30,SAN MARTIN DEL TESORILLO,ABSOLUTA,absoluta,ok,,280,0,0,280,,,,,Carrera,280
698,CAMPEONATO ESPAÑA SELECCIONES AUTONOMICAS - KM VERTICAL - CXM,2026-05-30,ALCAUDETE,KV ALEVIN,kvalevin,ok,,20,0,0,20,,,,,Carrera por montaña,20
698,CAMPEONATO ESPAÑA SELECCIONES AUTONOMICAS - KM VERTICAL - CXM,2026-05-30,ALCAUDETE,KV CADETE,kvcadete,ok,,122,0,0,122,,,,,Carrera por montaña,122
698,CAMPEONATO ESPAÑA SELECCIONES AUTONOMICAS - KM VERTICAL - CXM,2026-05-30,ALCAUDETE,KV INFANTIL,kvinfantil,ok,,118,0,0,118,,,,,Carrera por montaña,118
698,CAMPEONATO ESPAÑA SELECCIONES AUTONOMICAS - KM VERTICAL - CXM,2026-05-30,ALCAUDETE,CXM CADETE,cxmcadete,ok,,121,0,0,121,,,,,Carrera por montaña,121
698,CAMPEONATO ESPAÑA SELECCIONES AUTONOMICAS - KM VERTICAL - CXM,2026-05-30,ALCAUDETE,CXM INFANTIL,cxminfantil,ok,,120,0,0,120,,,,,Carrera por montaña,120
698,CAMPEONATO ESPAÑA SELECCIONES AUTONOMICAS - KM VERTICAL - CXM,2026-05-30,ALCAUDETE,CXM ALEVIN,cxmalevin,ok,,31,0,0,31,,,,,Carrera por montaña,31
698,CAMPEONATO ESPAÑA SELECCIONES AUTONOMICAS - KM VERTICAL - CXM,2026-05-30,ALCAUDETE,CXM PREBENJAMIN,cxmprebenjamin,ok,,14,0,0,14,,,,,Carrera por montaña,14
698,CAMPEONATO ESPAÑA SELECCIONES AUTONOMICAS - KM VERTICAL - CXM,2026-05-30,ALCAUDETE,CXM BENJAMIN,cxmbenjamin,ok,,13,0,0,13,,,,,Carrera por montaña,13
714,DUAL BATTLE GUADALQUIVIR,2026-05-30,VILLACARRILLO,OPEN,open,ok,,21,12,9,21,,,,,Carrera Híbrida,0
714,DUAL BATTLE GUADALQUIVIR,2026-05-30,VILLACARRILLO,OPEN MIXTO,openmixto,ok,,5,0,0,5,,,,,Carrera Híbrida,5
714,DUAL BATTLE GUADALQUIVIR,2026-05-30,VILLACARRILLO,AVANZADO,avanzado,ok,,30,18,12,30,,,,,Carrera Híbrida,0
714,DUAL BATTLE GUADALQUIVIR,2026-05-30,VILLACARRILLO,AVANZADO MIXTO,avanzadomixto,ok,,10,0,0,10,,,,,Carrera Híbrida,10
705,III MARATON - MEDIA MARATON - MARATÓN POR EQUIPOS 2026 . EN PISTA TORREPEROGIL,2026-05-17,TORREPEROGIL,MEDIA MARATON,mediamaraton,ok,,13,0,0,13,,,,,Carrera,13
705,III MARATON - MEDIA MARATON - MARATÓN POR EQUIPOS 2026 . EN PISTA TORREPEROGIL,2026-05-17,TORREPEROGIL,EQUIPOS,equipos,ok,,5,0,0,5,,,,,Carrera,5
705,III MARATON - MEDIA MARATON - MARATÓN POR EQUIPOS 2026 . EN PISTA TORREPEROGIL,2026-05-17,TORREPEROGIL,MARATON,maraton,ok,,16,0,0,16,,,,,Carrera,16
710,MEMORIAL ISIDRO PULIDO GRAVEL BY GSPORT - COPA DE ESPAÑA - GRAVEL,2026-05-16,VILLANUEVA DE CORDOBA,GENERAL,general,ok,,150,0,0,150,,,,,Ciclismo,150
712,XIV SUBIDA AL CASTILLO DE BURGUILLOS DEL CERRO,2026-05-09,BURGUILLOS DEL CERRO,5 KM - NUMERICO,5kmnumerico,ok,,49,0,0,49,,,,,Carrera,49
712,XIV SUBIDA AL CASTILLO DE BURGUILLOS DEL CERRO,2026-05-09,BURGUILLOS DEL CERRO,5K,5k,ok,,36,0,0,36,,,,,Carrera,36
712,XIV SUBIDA AL CASTILLO DE BURGUILLOS DEL CERRO,2026-05-09,BURGUILLOS DEL CERRO,12K,12k,ok,,109,0,0,109,,,,,Carrera,109
694,IV LA CONQUISTA DE MAGINA,2026-05-03,MANCHA REAL,INDIVIDUAL,individual,ok,,76,0,0,76,,,,,Ciclismo,76
694,IV LA CONQUISTA DE MAGINA,2026-05-03,MANCHA REAL,PAREJAS,parejas,ok,,48,0,0,48,,,,,Ciclismo,48
694,IV LA CONQUISTA DE MAGINA,2026-05-03,MANCHA REAL,EBIKE,ebike,ok,,14,12,0,14,,,,,Ciclismo,2
697,IX PRIMAVERA RUN CIUDAD DE VILLACARRILLO,2026-04-26,VILLACARRILLO,PREBENJAMIN- BENJAMIN - ALEVIN,prebenjaminbenjaminalevin,llista_error,no s'ha trobat cap taula al PDF (format no reconegut per pdfplumber),,,,,,,,,Carrera,
697,IX PRIMAVERA RUN CIUDAD DE VILLACARRILLO,2026-04-26,VILLACARRILLO,INFANTIL,infantil,ok,,16,0,0,16,,,,,Carrera,16
697,IX PRIMAVERA RUN CIUDAD DE VILLACARRILLO,2026-04-26,VILLACARRILLO,INFANTIL-VETERANO,infantilveterano,ok,,271,0,0,271,,,,,Carrera,271
690,XI CXM MONTIZÓN - CONDADO DE JAÉN - 2026,2026-03-28,ALDEAHERMOSA DE MONTIZON,CORTA -,corta,llista_error,no s'ha trobat cap taula al PDF (format no reconegut per pdfplumber),,,,,,,,,Carrera por montaña,
690,XI CXM MONTIZÓN - CONDADO DE JAÉN - 2026,2026-03-28,ALDEAHERMOSA DE MONTIZON,CXM -,cxm,ok,,47,0,0,47,,,,,Carrera por montaña,47
707,CARRERA CIUDAD DE TARIFA,2026-03-22,TARIFA,ADULTOS,adultos,ok,,276,0,0,276,,,,,Carrera,276
707,CARRERA CIUDAD DE TARIFA,2026-03-22,TARIFA,CADETE,cadete,ok,,276,0,0,276,,,,,Carrera,276
707,CARRERA CIUDAD DE TARIFA,2026-03-22,TARIFA,INFANTIL,infantil,ok,,15,0,0,15,,,,,Carrera,15
707,CARRERA CIUDAD DE TARIFA,2026-03-22,TARIFA,ALEVIN,alevin,ok,,10,0,0,10,,,,,Carrera,10
702,VI DESAFIO FUNDACIÓN GRUPO OLEÍCOLA JAÉN – DUQUE DE AHUMADA,2026-03-22,BAEZA,SUB 8-10,sub810,ok,,226,0,0,226,,,,,Carrera,226
702,VI DESAFIO FUNDACIÓN GRUPO OLEÍCOLA JAÉN – DUQUE DE AHUMADA,2026-03-22,BAEZA,SUB 12-14,sub1214,ok,,71,0,0,71,,,,,Carrera,71
702,VI DESAFIO FUNDACIÓN GRUPO OLEÍCOLA JAÉN – DUQUE DE AHUMADA,2026-03-22,BAEZA,SUB 16,sub16,ok,,9,0,0,9,,,,,Carrera,9
702,VI DESAFIO FUNDACIÓN GRUPO OLEÍCOLA JAÉN – DUQUE DE AHUMADA,2026-03-22,BAEZA,ADULTOS,adultos,ok,,1176,94,44,1176,,,,,Carrera,1038
696,IV CARRERA POR MONTAÑA DE VALENCIA DEL VENTOSO,2026-03-15,Valencia del Ventoso,CARRERA CORTA -,carreracorta,ok,,77,0,0,77,,,,,Carrera por montaña,77
,"XIII RUTA SENDERISTA VALDELACALZADA EN FLOR ""CAMINANDO ENTRE FLORES""",2026-03-08,VALDELACALZADA,,,sense_resultats,,,,,,,,,,Senderismo,
701,XV MEDIA MARATON Y IX 10K VALDELACALZADA EN FLOR,2026-03-01,VALDELACALZADA,10K,10k,ok,,106,0,0,106,,,,,Carrera,106
701,XV MEDIA MARATON Y IX 10K VALDELACALZADA EN FLOR,2026-03-01,VALDELACALZADA,MEDIA MARATON,mediamaraton,ok,,87,0,0,87,,,,,Carrera,87
709,XXV TROFEO SAN JUAN DE DIOS,2026-03-01,BAZA,CARRERA A PIE,carreraapie,ok,,63,47,12,63,,,,,Duatlón,4
709,XXV TROFEO SAN JUAN DE DIOS,2026-03-01,BAZA,BTT,btt,llista_error,no s'ha trobat cap taula al PDF (format no reconegut per pdfplumber),,,,,,,,,Duatlón,
709,XXV TROFEO SAN JUAN DE DIOS,2026-03-01,BAZA,DUATLON,duatlon,ok,,44,0,0,44,,,,,Duatlón,44
,XI SUBIDA AL CONVENTO DE LA LAPA,2026-02-01,LA LAPA,,,sense_resultats,,,,,,,,,,Carrera por montaña,
695,SAN SILVESTRE BIENVENIDA 2025,2026-01-02,BIENVENIDA,PREBENJAMIN,prebenjamin,ok,,17,0,0,17,,,,,Carrera,17
695,SAN SILVESTRE BIENVENIDA 2025,2026-01-02,BIENVENIDA,BENJAMIN,benjamin,ok,,16,0,0,16,,,,,Carrera,16
695,SAN SILVESTRE BIENVENIDA 2025,2026-01-02,BIENVENIDA,ALEVIN,alevin,ok,,6,0,0,6,,,,,Carrera,6
695,SAN SILVESTRE BIENVENIDA 2025,2026-01-02,BIENVENIDA,INFANTIL,infantil,ok,,3,0,0,3,,,,,Carrera,3
695,SAN SILVESTRE BIENVENIDA 2025,2026-01-02,BIENVENIDA,CADETE-VETERANDO,cadeteveterando,ok,,42,0,0,42,,,,,Carrera,42
695,SAN SILVESTRE BIENVENIDA 2025,2026-01-02,BIENVENIDA,RETACOS,retacos,ok,,14,0,0,14,,,,,Carrera,14
687,XXXIX CROSS SAN SILVESTRE BURGUILLANO,2025-12-31,BURGUILLO DEL CERRO,GENERAL,general,ok,,443,0,0,443,,,,,Carrera,443
,XXXIX CROSS SAN SILVESTRE BURGUILLANO - MENORES,2025-12-31,BURGUILLO DEL CERRO,,,sense_resultats,,,,,,,,,,Carrera,
662,43ª SAN SILVESTRE BASTETANA,2025-12-31,BAZA,GENERAL,general,ok,,519,0,0,519,,,,,Carrera,519
688,II SAN SILVESTRE FUENTE DE CANTOS,2025-12-31,FUENTE DE CANTOS,PREBENJAMIN -,prebenjamin,ok,,17,0,0,17,,,,,Carrera,17
688,II SAN SILVESTRE FUENTE DE CANTOS,2025-12-31,FUENTE DE CANTOS,BENJAMIN -,benjamin,ok,,11,0,0,11,,,,,Carrera,11
688,II SAN SILVESTRE FUENTE DE CANTOS,2025-12-31,FUENTE DE CANTOS,ALEVIN -,alevin,ok,,10,0,0,10,,,,,Carrera,10
688,II SAN SILVESTRE FUENTE DE CANTOS,2025-12-31,FUENTE DE CANTOS,INFANTIL -,infantil,ok,,13,0,0,13,,,,,Carrera,13
688,II SAN SILVESTRE FUENTE DE CANTOS,2025-12-31,FUENTE DE CANTOS,MARCHA ATLÉTICA SUB14,marchaatleticasub14,ok,,34,0,0,34,,,,,Carrera,34
688,II SAN SILVESTRE FUENTE DE CANTOS,2025-12-31,FUENTE DE CANTOS,MARCHA ATLÉTICA SUB8-10-12,marchaatleticasub81012,ok,,14,0,0,14,,,,,Carrera,14
688,II SAN SILVESTRE FUENTE DE CANTOS,2025-12-31,FUENTE DE CANTOS,CADETES - MASTER B,cadetesmasterb,ok,,294,0,0,294,,,,,Carrera,294
680,VIII CARRERA SAN SILVESTRE HUESA 2025,2025-12-30,HUESA,INFANTIL,infantil,ok,,16,0,0,16,,,,,Carrera,16
680,VIII CARRERA SAN SILVESTRE HUESA 2025,2025-12-30,HUESA,ADULTOS,adultos,ok,,83,28,1,83,,,,,Carrera,54
686,IV SAN SILVESTRE TARIFEÑA 2025,2025-12-28,TARIFA,GENERAL,general,ok,,236,0,0,236,,,,,Carrera,236
677,VIII SAN SILVESTRE GADITANA 25,2025-12-27,CADIZ,MINISAN SILVESTRE,minisansilvestre,ok,,46,0,0,46,,,,,Carrera,46
678,XIV CARRERA POPULAR TORREPEROGIL,2025-12-27,TORREPEROGIL,- PREBENJAMIN,prebenjamin,ok,,69,0,0,69,,,,,Carrera,69
678,XIV CARRERA POPULAR TORREPEROGIL,2025-12-27,TORREPEROGIL,- BENJAMIN -ALEVIN,benjaminalevin,ok,,94,0,0,94,,,,,Carrera,94
678,XIV CARRERA POPULAR TORREPEROGIL,2025-12-27,TORREPEROGIL,- INFANTIL - CADETE,infantilcadete,ok,,37,0,0,37,,,,,Carrera,37
678,XIV CARRERA POPULAR TORREPEROGIL,2025-12-27,TORREPEROGIL,- ABSOLUTA,absoluta,ok,,555,154,53,555,,,,,Carrera,348
692,CARRERA NAVIDEÑA CIUDAD DE BAEZA 2025,2025-12-20,BAEZA,GENERAL,general,ok,,1370,708,312,1370,,,,,Carrera,350
683,II CROSS POPULAR LÚDICO Y SOLIDARIO DE CASTELLAR DE LA FRONTERA,2025-12-20,CASTELLAR,ADULTO,adulto,ok,,86,0,0,86,,,,,Carrera,86
683,II CROSS POPULAR LÚDICO Y SOLIDARIO DE CASTELLAR DE LA FRONTERA,2025-12-20,CASTELLAR,INFANTILES,infantiles,ok,,10,0,0,10,,,,,Carrera,10
,II MEDIA MARATON CIUDAD DE CADIZ - CAMISETA -SUDADERA,2025-12-09,CADIZ,,,sense_resultats,,,,,,,,,,Carrera,
676,VI DESAFIO LA CODOSERA - 2025,2025-11-30,LA CODOSERA,MINITRAIL,minitrail,ok,,176,67,36,176,,,,,Carrera por montaña,73
676,VI DESAFIO LA CODOSERA - 2025,2025-11-30,LA CODOSERA,TRAIL,trail,ok,,78,0,0,78,,,,,Carrera por montaña,78
685,II CARRERA MTB CIUDAD DE TARIFA - ENTRE DOS MARES,2025-11-23,TARIFA,EBIKES,ebikes,ok,,26,0,0,26,,,,,Ciclismo,26
685,II CARRERA MTB CIUDAD DE TARIFA - ENTRE DOS MARES,2025-11-23,TARIFA,GENERAL,general,ok,,157,0,0,157,,,,,Ciclismo,157
684,III CARRERA POR LA ELIMINACION DE LA VIOLENCIA CONTRA LAS MUJERES,2025-11-16,CADIZ,GENERAL,general,ok,,283,55,65,283,,,,,Carrera,163
591,II MEDIA MARATON CIUDAD DE CADIZ,2025-11-09,CADIZ,.,general,ok,,1933,0,0,1933,,,,,Carrera,1933
,II MEDIA MARATON CIUDAD DE CADIZ - CAMISETA,2025-11-09,CADIZ,,,sense_resultats,,,,,,,,,,Carrera,
673,III TRAIL SIERRA DE FACINAS,2025-11-08,FACINAS,GENERAL,general,ok,,234,23,0,234,,,,,Carrera por montaña,211
673,III TRAIL SIERRA DE FACINAS,2025-11-08,FACINAS,INTERMEDIO,intermedio,ok,,621,15,0,621,,,,,Carrera por montaña,606
628,X DUATLÓN CROS MONTIJO,2025-11-02,MONTIJO,INDIVIDUAL,individual,ok,,27,16,11,27,,,,,Duatlón cros,0
628,X DUATLÓN CROS MONTIJO,2025-11-02,MONTIJO,EQUIPOS,equipos,ok,,42,0,0,42,23,,,,Duatlón cros,42
,35º SUBIDA POPULAR A LA SIERRA DE BAZA,2025-11-01,BAZA,,,sense_resultats,,,,,,,,,,Carrera,
,XVII 5 MILES TENTUDÍA BIKE,2025-10-26,CABEZA LA VACA,,,sense_resultats,,,,,,,,,,Ciclismo,
679,IV CARRERA DEL ACEITE DE OLIVA 2025,2025-10-26,NAVALVILLAR DE PELA,CADETES,cadetes,ok,,11,0,0,11,,,,,Carrera,11
679,IV CARRERA DEL ACEITE DE OLIVA 2025,2025-10-26,NAVALVILLAR DE PELA,ADULTOS,adultos,ok,,81,0,0,81,,,,,Carrera,81
627,XII DUATLON CROS MONESTERIO,2025-10-25,MONESTERIO,- PREBENJAMIN - BENJAMIN,prebenjaminbenjamin,ok,,36,0,0,36,,,,,Triatlón,36
627,XII DUATLON CROS MONESTERIO,2025-10-25,MONESTERIO,- INDIVIDUAL Y PAREJAS,individualyparejas,ok,,43,0,0,43,,,,,Triatlón,43
627,XII DUATLON CROS MONESTERIO,2025-10-25,MONESTERIO,- ALEVIN - INFANTIL,alevininfantil,ok,,31,0,0,31,,,,,Triatlón,31
627,XII DUATLON CROS MONESTERIO,2025-10-25,MONESTERIO,CON PUNTOS INTERMEDIOS - ALEVIN - INFANTIL-,conpuntosintermediosalevininfa,ok,,61,34,27,61,,,,,Triatlón,0
627,XII DUATLON CROS MONESTERIO,2025-10-25,MONESTERIO,CON PUNTOS INTERMEDIOS - INDIVIDUAL Y PAREJAS,conpuntosintermediosindividual,ok,,69,51,18,69,,,,,Triatlón,0
627,XII DUATLON CROS MONESTERIO,2025-10-25,MONESTERIO,CON PUNTOS INTERMEDIOS - PREBENJAMIN - BENJAMIN-,conpuntosintermediosprebenjami,ok,,64,43,21,64,,,,,Triatlón,0
667,V CARRERA POPULAR SALESIANAS CADIZ,2025-10-25,CADIZ,ADULTOS,adultos,ok,,144,0,0,144,,,,,Carrera,144
667,V CARRERA POPULAR SALESIANAS CADIZ,2025-10-25,CADIZ,CADETE,cadete,ok,,4,0,0,4,,,,,Carrera,4
667,V CARRERA POPULAR SALESIANAS CADIZ,2025-10-25,CADIZ,INFANTIL,infantil,ok,,17,0,0,17,,,,,Carrera,17
667,V CARRERA POPULAR SALESIANAS CADIZ,2025-10-25,CADIZ,ALEVIN,alevin,ok,,34,0,0,34,,,,,Carrera,34
667,V CARRERA POPULAR SALESIANAS CADIZ,2025-10-25,CADIZ,BENJAMIN,benjamin,ok,,43,0,0,43,,,,,Carrera,43
639,XIX PRUEBA URBANA CIUDAD FUENTE DEL MAESTRE,2025-10-25,FUENTE DEL MAESTRE,CHUPETIN,chupetin,ok,,84,45,39,84,,,,,Carrera,0
639,XIX PRUEBA URBANA CIUDAD FUENTE DEL MAESTRE,2025-10-25,FUENTE DEL MAESTRE,PREBENJAMIN,prebenjamin,ok,,60,33,27,60,,,,,Carrera,0
639,XIX PRUEBA URBANA CIUDAD FUENTE DEL MAESTRE,2025-10-25,FUENTE DEL MAESTRE,BENJAMIN,benjamin,ok,,51,0,0,51,,,,,Carrera,51
639,XIX PRUEBA URBANA CIUDAD FUENTE DEL MAESTRE,2025-10-25,FUENTE DEL MAESTRE,ALEVIN-INFANTIL,alevininfantil,ok,,56,0,56,56,,,,,Carrera,0
639,XIX PRUEBA URBANA CIUDAD FUENTE DEL MAESTRE,2025-10-25,FUENTE DEL MAESTRE,INFANTIL -CADETES,infantilcadetes,ok,,37,37,0,37,,,,,Carrera,0
639,XIX PRUEBA URBANA CIUDAD FUENTE DEL MAESTRE,2025-10-25,FUENTE DEL MAESTRE,ADULTAS,adultas,ok,,122,0,122,122,,,,,Carrera,0
639,XIX PRUEBA URBANA CIUDAD FUENTE DEL MAESTRE,2025-10-25,FUENTE DEL MAESTRE,ADULTOS,adultos,ok,,214,214,0,214,,,,,Carrera,0
654,V RETO CAPITAL DEL VINO - MEDIA MARATON,2025-10-19,BOLLULLOS PAR DEL CONDADO,MEDIA,media,ok,,87,0,0,87,,,,,Ciclismo,87
654,V RETO CAPITAL DEL VINO - MEDIA MARATON,2025-10-19,BOLLULLOS PAR DEL CONDADO,SUMA DE ETAPAS,sumadeetapas,ok,,87,0,0,87,,,,,Ciclismo,87
655,IV RETO CAPITAL DEL VINO - CONTRARRELOJ,2025-10-18,BOLLULLOS PAR DEL CONDADO,CRONO,crono,ok,,83,0,0,83,,,,,Ciclismo,83
674,IV CARRERA POPULAR CIUDAD DE OLIVENZA 2025,2025-10-17,OLIVENZA,PREBENJAMIN,prebenjamin,ok,,14,0,0,14,,,,,Carrera,14
674,IV CARRERA POPULAR CIUDAD DE OLIVENZA 2025,2025-10-17,OLIVENZA,BENJAMIN,benjamin,ok,,22,0,0,22,,,,,Carrera,22
674,IV CARRERA POPULAR CIUDAD DE OLIVENZA 2025,2025-10-17,OLIVENZA,ALEVIN,alevin,ok,,16,0,0,16,,,,,Carrera,16
674,IV CARRERA POPULAR CIUDAD DE OLIVENZA 2025,2025-10-17,OLIVENZA,INFANTIL,infantil,ok,,19,0,0,19,,,,,Carrera,19
674,IV CARRERA POPULAR CIUDAD DE OLIVENZA 2025,2025-10-17,OLIVENZA,CADETE,cadete,ok,,6,0,0,6,,,,,Carrera,6
674,IV CARRERA POPULAR CIUDAD DE OLIVENZA 2025,2025-10-17,OLIVENZA,CARRERA ABSOLUTA,carreraabsoluta,ok,,138,0,0,138,,,,,Carrera,138
649,IV MEDIA MARATON MEDINA DE LAS TORRES,2025-10-12,MEDINA DE LAS TORRES,PROMOCION 8K,promocion8k,ok,,84,0,0,84,,,,,Carrera,84
649,IV MEDIA MARATON MEDINA DE LAS TORRES,2025-10-12,MEDINA DE LAS TORRES,MEDIA MARATON 21 KM,mediamaraton21km,ok,,187,0,0,187,,,,,Carrera,187
672,XLV CROSS DEL CORDERO DE CABEZA DEL BUEY - 2025,2025-10-11,CABEZA DEL BUEY,SUB10,sub10,ok,,32,0,0,32,,,,,Carrera,32
672,XLV CROSS DEL CORDERO DE CABEZA DEL BUEY - 2025,2025-10-11,CABEZA DEL BUEY,QUERUBIN,querubin,ok,,28,0,0,28,,,,,Carrera,28
672,XLV CROSS DEL CORDERO DE CABEZA DEL BUEY - 2025,2025-10-11,CABEZA DEL BUEY,SUB12 - SUB14 ACTUALIZADA 1,sub12sub14actualizada1,ok,,61,0,61,61,,,,,Carrera,0
672,XLV CROSS DEL CORDERO DE CABEZA DEL BUEY - 2025,2025-10-11,CABEZA DEL BUEY,PREBENJAMIN ACTUALIZADO 1,prebenjaminactualizado1,ok,,42,0,0,42,,,,,Carrera,42
672,XLV CROSS DEL CORDERO DE CABEZA DEL BUEY - 2025,2025-10-11,CABEZA DEL BUEY,SUB14 SUB16,sub14sub16,ok,,33,0,33,33,,,,,Carrera,0
672,XLV CROSS DEL CORDERO DE CABEZA DEL BUEY - 2025,2025-10-11,CABEZA DEL BUEY,SUB16 ABSOLUTA,sub16absoluta,ok,,29,0,29,29,,,,,Carrera,0
672,XLV CROSS DEL CORDERO DE CABEZA DEL BUEY - 2025,2025-10-11,CABEZA DEL BUEY,ABSOLUTO ACTUALIZADO,absolutoactualizado,ok,,64,64,0,64,,,,,Carrera,0
642,DUATLON CROS VILLAFRANCA DE LOS BARROS,2025-10-05,VILLAFRANCA DE LOS BARROS,MINITRI,minitri,ok,,13,0,0,13,,,,,Duatlón cros,13
642,DUATLON CROS VILLAFRANCA DE LOS BARROS,2025-10-05,VILLAFRANCA DE LOS BARROS,PEQUETRI,pequetri,ok,,73,44,29,73,,,,,Duatlón cros,0
642,DUATLON CROS VILLAFRANCA DE LOS BARROS,2025-10-05,VILLAFRANCA DE LOS BARROS,TRIDIVER,tridiver,ok,,50,0,0,50,,,,,Duatlón cros,50
